Function,nr_c,dot_product_length,Num Samples,Max ABS difference,Min duration us,Max duration us,Average duration us
c_matrix_multiply,6,4,405,1.20137e-07,33.0,36.0,33.4
c_opensal_matrix_multiply,6,4,405,1.20137e-07,27.0,32.0,27.6
c_avx_fixed_dimension_matrix_multiply,6,4,405,1.20137e-07,2.0,4.0,2.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,4,405,1.20137e-07,2.0,3.0,2.7
c_matrix_multiply,6,4,1215,1.2489448e-07,96.0,101.0,96.9
c_opensal_matrix_multiply,6,4,1215,1.2489448e-07,82.0,91.0,83.4
c_avx_fixed_dimension_matrix_multiply,6,4,1215,1.2287812e-07,7.0,11.0,8.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,4,1215,1.2489448e-07,7.0,9.0,8.0
c_matrix_multiply,6,4,3645,1.2287812e-07,319.0,349.0,322.2
c_opensal_matrix_multiply,6,4,3645,1.2287812e-07,289.0,294.0,290.7
c_avx_fixed_dimension_matrix_multiply,6,4,3645,1.2287812e-07,22.0,36.0,23.9
c_avx_fixed_dimension_accumulate_matrix_multiply,6,4,3645,1.2287812e-07,23.0,27.0,23.2
c_matrix_multiply,6,4,10935,1.2287812e-07,854.0,1038.0,918.8
c_opensal_matrix_multiply,6,4,10935,1.2287812e-07,722.0,809.0,761.1
c_avx_fixed_dimension_matrix_multiply,6,4,10935,1.3328004e-07,76.0,89.0,79.8
c_avx_fixed_dimension_accumulate_matrix_multiply,6,4,10935,1.2287812e-07,84.0,89.0,85.0
c_matrix_multiply,6,4,32805,1.802055e-07,2646.0,4187.0,3178.0
c_opensal_matrix_multiply,6,4,32805,1.802055e-07,3475.0,3746.0,3489.5
c_avx_fixed_dimension_matrix_multiply,6,4,32805,1.7943374e-07,394.0,449.0,409.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,4,32805,1.802055e-07,292.0,464.0,332.9
c_matrix_multiply,6,4,98415,1.7896909e-07,8550.0,13244.0,12043.7
c_opensal_matrix_multiply,6,4,98415,1.7896909e-07,6722.0,11395.0,9571.3
c_avx_fixed_dimension_matrix_multiply,6,4,98415,1.8128046e-07,1067.0,1107.0,1085.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,4,98415,1.7896909e-07,722.0,812.0,765.2
c_matrix_multiply,6,5,5,5.9720946e-08,0.0,1.0,0.7
c_opensal_matrix_multiply,6,5,5,5.9720946e-08,0.0,1.0,0.7
c_avx_fixed_dimension_matrix_multiply,6,5,5,6.0068501e-08,0.0,1.0,0.3
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,5,5.9720946e-08,0.0,1.0,0.3
c_matrix_multiply,6,5,15,6.664002e-08,1.0,6.0,1.9
c_opensal_matrix_multiply,6,5,15,6.664002e-08,1.0,7.0,1.7
c_avx_fixed_dimension_matrix_multiply,6,5,15,6.664002e-08,0.0,1.0,0.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,15,6.664002e-08,0.0,1.0,0.3
c_matrix_multiply,6,5,45,1.1944189e-07,4.0,7.0,4.4
c_opensal_matrix_multiply,6,5,45,1.1944189e-07,3.0,7.0,3.8
c_avx_fixed_dimension_matrix_multiply,6,5,45,1.1920929e-07,0.0,1.0,0.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,45,1.1944189e-07,0.0,1.0,0.5
c_matrix_multiply,6,5,135,1.3328004e-07,12.0,17.0,13.0
c_opensal_matrix_multiply,6,5,135,1.3328004e-07,10.0,15.0,10.8
c_avx_fixed_dimension_matrix_multiply,6,5,135,1.1973201e-07,1.0,2.0,1.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,135,1.3328004e-07,1.0,2.0,1.1
c_matrix_multiply,6,5,405,1.2731557e-07,38.0,40.0,38.4
c_opensal_matrix_multiply,6,5,405,1.2731557e-07,31.0,37.0,32.2
c_avx_fixed_dimension_matrix_multiply,6,5,405,1.3328004e-07,3.0,19.0,3.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,405,1.2731557e-07,3.0,4.0,3.2
c_matrix_multiply,6,5,1215,1.4975481e-07,111.0,128.0,115.4
c_opensal_matrix_multiply,6,5,1215,1.4975481e-07,100.0,107.0,100.8
c_avx_fixed_dimension_matrix_multiply,6,5,1215,1.2287812e-07,9.0,13.0,10.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,1215,1.4975481e-07,9.0,13.0,9.7
c_matrix_multiply,6,5,3645,1.7896909e-07,360.0,430.0,386.9
c_opensal_matrix_multiply,6,5,3645,1.7896909e-07,289.0,357.0,313.4
c_avx_fixed_dimension_matrix_multiply,6,5,3645,1.7881393e-07,29.0,33.0,29.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,3645,1.7896909e-07,28.0,32.0,29.1
c_matrix_multiply,6,5,10935,1.7896909e-07,1082.0,1268.0,1215.3
c_opensal_matrix_multiply,6,5,10935,1.7896909e-07,875.0,1060.0,944.6
c_avx_fixed_dimension_matrix_multiply,6,5,10935,1.8128046e-07,85.0,111.0,87.3
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,10935,1.7896909e-07,85.0,99.0,87.7
c_matrix_multiply,6,5,32805,2.4575624e-07,3406.0,5268.0,4189.8
c_opensal_matrix_multiply,6,5,32805,2.4575624e-07,4398.0,4463.0,4406.4
c_avx_fixed_dimension_matrix_multiply,6,5,32805,2.3888379e-07,509.0,578.0,523.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,32805,2.4575624e-07,389.0,592.0,412.9
c_matrix_multiply,6,5,98415,1.8431719e-07,10396.0,15840.0,14216.2
c_opensal_matrix_multiply,6,5,98415,1.8431719e-07,13339.0,14778.0,13608.0
c_avx_fixed_dimension_matrix_multiply,6,5,98415,1.8128046e-07,1357.0,1400.0,1374.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,5,98415,1.8431719e-07,961.0,1184.0,1057.9
c_matrix_multiply,6,6,5,1.1920929e-07,0.0,3.0,0.7
c_opensal_matrix_multiply,6,6,5,1.1920929e-07,0.0,1.0,0.6
c_avx_fixed_dimension_matrix_multiply,6,6,5,6.3027905e-08,0.0,1.0,0.3
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,5,1.1920929e-07,0.0,1.0,0.3
c_matrix_multiply,6,6,15,1.2287812e-07,1.0,2.0,1.8
c_opensal_matrix_multiply,6,6,15,1.2287812e-07,1.0,2.0,1.5
c_avx_fixed_dimension_matrix_multiply,6,6,15,1.3328004e-07,0.0,5.0,0.4
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,15,1.2287812e-07,0.0,1.0,0.3
c_matrix_multiply,6,6,45,1.2128666e-07,4.0,8.0,5.0
c_opensal_matrix_multiply,6,6,45,1.2128666e-07,4.0,5.0,4.3
c_avx_fixed_dimension_matrix_multiply,6,6,45,9.4243219e-08,0.0,1.0,0.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,45,1.2128666e-07,0.0,2.0,0.6
c_matrix_multiply,6,6,135,1.3328004e-07,15.0,21.0,15.2
c_opensal_matrix_multiply,6,6,135,1.3328004e-07,13.0,21.0,13.5
c_avx_fixed_dimension_matrix_multiply,6,6,135,1.3328004e-07,1.0,2.0,1.4
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,135,1.3328004e-07,1.0,2.0,1.3
c_matrix_multiply,6,6,405,1.4901161e-07,46.0,49.0,46.5
c_opensal_matrix_multiply,6,6,405,1.4901161e-07,38.0,51.0,39.8
c_avx_fixed_dimension_matrix_multiply,6,6,405,1.4901161e-07,4.0,22.0,4.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,405,1.4901161e-07,4.0,15.0,4.2
c_matrix_multiply,6,6,1215,1.8128046e-07,137.0,157.0,139.5
c_opensal_matrix_multiply,6,6,1215,1.8128046e-07,126.0,143.0,126.9
c_avx_fixed_dimension_matrix_multiply,6,6,1215,1.4901161e-07,13.0,17.0,13.8
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,1215,1.8128046e-07,12.0,16.0,13.0
c_matrix_multiply,6,6,3645,1.8128046e-07,446.0,583.0,480.5
c_opensal_matrix_multiply,6,6,3645,1.8128046e-07,338.0,403.0,345.3
c_avx_fixed_dimension_matrix_multiply,6,6,3645,1.8128046e-07,38.0,46.0,38.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,3645,1.8128046e-07,36.0,43.0,37.0
c_matrix_multiply,6,6,10935,2.3888379e-07,1229.0,1432.0,1400.5
c_opensal_matrix_multiply,6,6,10935,2.3888379e-07,1025.0,1242.0,1123.3
c_avx_fixed_dimension_matrix_multiply,6,6,10935,2.3888379e-07,110.0,119.0,111.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,10935,2.3888379e-07,105.0,109.0,105.9
c_matrix_multiply,6,6,32805,2.4575624e-07,3686.0,5773.0,5142.4
c_opensal_matrix_multiply,6,6,32805,2.4575624e-07,5177.0,5230.0,5187.8
c_avx_fixed_dimension_matrix_multiply,6,6,32805,2.5463115e-07,639.0,681.0,661.9
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,32805,2.4575624e-07,461.0,540.0,495.0
c_matrix_multiply,6,6,98415,2.4257332e-07,12871.0,18278.0,17530.5
c_opensal_matrix_multiply,6,6,98415,2.4257332e-07,16040.0,17020.0,16146.7
c_avx_fixed_dimension_matrix_multiply,6,6,98415,2.4575624e-07,1722.0,1759.0,1740.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,6,98415,2.4257332e-07,1164.0,1368.0,1272.0
c_matrix_multiply,6,7,5,8.9406967e-08,0.0,14.0,0.9
c_opensal_matrix_multiply,6,7,5,8.9406967e-08,0.0,1.0,0.7
c_avx_fixed_dimension_matrix_multiply,6,7,5,6.664002e-08,0.0,1.0,0.3
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,5,8.9406967e-08,0.0,1.0,0.3
c_matrix_multiply,6,7,15,1.20137e-07,2.0,3.0,2.1
c_opensal_matrix_multiply,6,7,15,1.20137e-07,1.0,13.0,1.9
c_avx_fixed_dimension_matrix_multiply,6,7,15,1.20137e-07,0.0,1.0,0.4
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,15,1.20137e-07,0.0,1.0,0.3
c_matrix_multiply,6,7,45,1.4901161e-07,5.0,7.0,5.8
c_opensal_matrix_multiply,6,7,45,1.4901161e-07,4.0,5.0,4.9
c_avx_fixed_dimension_matrix_multiply,6,7,45,1.2128666e-07,0.0,2.0,0.8
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,45,1.4901161e-07,0.0,4.0,0.6
c_matrix_multiply,6,7,135,1.6858739e-07,17.0,28.0,17.6
c_opensal_matrix_multiply,6,7,135,1.6858739e-07,14.0,20.0,14.5
c_avx_fixed_dimension_matrix_multiply,6,7,135,1.3328004e-07,1.0,2.0,1.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,135,1.6858739e-07,1.0,12.0,1.5
c_matrix_multiply,6,7,405,1.7881393e-07,51.0,55.0,51.6
c_opensal_matrix_multiply,6,7,405,1.7881393e-07,42.0,47.0,43.1
c_avx_fixed_dimension_matrix_multiply,6,7,405,1.7881393e-07,5.0,8.0,5.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,405,1.7881393e-07,4.0,8.0,4.5
c_matrix_multiply,6,7,1215,1.8128046e-07,151.0,163.0,156.8
c_opensal_matrix_multiply,6,7,1215,1.8128046e-07,134.0,137.0,134.9
c_avx_fixed_dimension_matrix_multiply,6,7,1215,1.8128046e-07,16.0,21.0,16.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,1215,1.8128046e-07,14.0,25.0,14.5
c_matrix_multiply,6,7,3645,2.4575624e-07,517.0,571.0,542.6
c_opensal_matrix_multiply,6,7,3645,2.4575624e-07,388.0,435.0,406.6
c_avx_fixed_dimension_matrix_multiply,6,7,3645,2.3888379e-07,52.0,56.0,53.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,3645,2.4575624e-07,43.0,48.0,43.3
c_matrix_multiply,6,7,10935,3.5762787e-07,1561.0,1698.0,1684.2
c_opensal_matrix_multiply,6,7,10935,3.5762787e-07,1179.0,1463.0,1276.8
c_avx_fixed_dimension_matrix_multiply,6,7,10935,2.4575624e-07,147.0,152.0,148.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,10935,3.5762787e-07,128.0,144.0,135.9
c_matrix_multiply,6,7,32805,3.5886748e-07,5153.0,6973.0,6241.0
c_opensal_matrix_multiply,6,7,32805,3.5886748e-07,5989.0,6275.0,6013.6
c_avx_fixed_dimension_matrix_multiply,6,7,32805,3.5886748e-07,722.0,743.0,729.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,32805,3.5886748e-07,427.0,539.0,462.8
c_matrix_multiply,6,7,98415,3.1114539e-07,15986.0,21252.0,20397.4
c_opensal_matrix_multiply,6,7,98415,3.1114539e-07,14164.0,19963.0,17962.7
c_avx_fixed_dimension_matrix_multiply,6,7,98415,2.5463115e-07,2194.0,2236.0,2213.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,7,98415,3.1114539e-07,1237.0,1443.0,1360.5
c_matrix_multiply,6,8,5,8.9406967e-08,1.0,2.0,1.0
c_avx_split_matrix_multiply,6,8,5,1.1920929e-07,0.0,1.0,0.6
c_avx_interleave_matrix_multiply,6,8,5,1.1920929e-07,0.0,1.0,0.6
c_opensal_matrix_multiply,6,8,5,8.9406967e-08,0.0,1.0,0.8
c_avx_fixed_dimension_matrix_multiply,6,8,5,1.1920929e-07,0.0,1.0,0.3
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,5,8.9406967e-08,0.0,1.0,0.3
c_matrix_multiply,6,8,15,1.2287812e-07,2.0,6.0,2.4
c_avx_split_matrix_multiply,6,8,15,1.2287812e-07,0.0,1.0,0.6
c_avx_interleave_matrix_multiply,6,8,15,1.2287812e-07,0.0,2.0,0.5
c_opensal_matrix_multiply,6,8,15,1.2287812e-07,1.0,2.0,2.0
c_avx_fixed_dimension_matrix_multiply,6,8,15,1.2287812e-07,0.0,1.0,0.4
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,15,1.2287812e-07,0.0,1.0,0.4
c_matrix_multiply,6,8,45,1.3328004e-07,6.0,10.0,6.8
c_avx_split_matrix_multiply,6,8,45,2.4575624e-07,1.0,2.0,1.3
c_avx_interleave_matrix_multiply,6,8,45,2.4575624e-07,1.0,2.0,1.1
c_opensal_matrix_multiply,6,8,45,1.3328004e-07,5.0,11.0,5.6
c_avx_fixed_dimension_matrix_multiply,6,8,45,2.4575624e-07,0.0,2.0,0.9
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,45,1.3328004e-07,0.0,2.0,0.7
c_matrix_multiply,6,8,135,2.3841858e-07,19.0,32.0,19.4
c_avx_split_matrix_multiply,6,8,135,2.4575624e-07,3.0,4.0,3.4
c_avx_interleave_matrix_multiply,6,8,135,2.4575624e-07,2.0,4.0,2.8
c_opensal_matrix_multiply,6,8,135,2.3841858e-07,16.0,27.0,17.2
c_avx_fixed_dimension_matrix_multiply,6,8,135,2.4575624e-07,2.0,6.0,2.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,135,2.3841858e-07,1.0,2.0,1.8
c_matrix_multiply,6,8,405,2.3888379e-07,59.0,63.0,59.8
c_avx_split_matrix_multiply,6,8,405,2.3841858e-07,9.0,15.0,9.9
c_avx_interleave_matrix_multiply,6,8,405,2.3841858e-07,8.0,12.0,8.5
c_opensal_matrix_multiply,6,8,405,2.3888379e-07,50.0,54.0,50.3
c_avx_fixed_dimension_matrix_multiply,6,8,405,2.3841858e-07,6.0,10.0,6.8
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,405,2.3888379e-07,5.0,6.0,5.5
c_matrix_multiply,6,8,1215,2.4131143e-07,177.0,200.0,185.7
c_avx_split_matrix_multiply,6,8,1215,2.4027401e-07,30.0,36.0,31.1
c_avx_interleave_matrix_multiply,6,8,1215,2.4027401e-07,26.0,34.0,27.1
c_opensal_matrix_multiply,6,8,1215,2.4131143e-07,163.0,179.0,166.7
c_avx_fixed_dimension_matrix_multiply,6,8,1215,2.4027401e-07,23.0,35.0,23.4
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,1215,2.4131143e-07,18.0,23.0,18.8
c_matrix_multiply,6,8,3645,2.4027401e-07,518.0,659.0,557.1
c_avx_split_matrix_multiply,6,8,3645,2.4131143e-07,93.0,107.0,95.2
c_avx_interleave_matrix_multiply,6,8,3645,2.4131143e-07,79.0,83.0,80.5
c_opensal_matrix_multiply,6,8,3645,2.4027401e-07,439.0,547.0,498.9
c_avx_fixed_dimension_matrix_multiply,6,8,3645,2.4131143e-07,59.0,68.0,60.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,3645,2.4027401e-07,48.0,53.0,49.0
c_matrix_multiply,6,8,10935,2.9802322e-07,1734.0,1882.0,1856.0
c_avx_split_matrix_multiply,6,8,10935,2.6656008e-07,256.0,264.0,257.6
c_avx_interleave_matrix_multiply,6,8,10935,2.6656008e-07,219.0,231.0,227.0
c_opensal_matrix_multiply,6,8,10935,2.9802322e-07,1382.0,1611.0,1571.5
c_avx_fixed_dimension_matrix_multiply,6,8,10935,2.6656008e-07,175.0,192.0,180.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,10935,2.9802322e-07,148.0,168.0,152.6
c_matrix_multiply,6,8,32805,3.0392525e-07,5454.0,8160.0,7421.6
c_avx_split_matrix_multiply,6,8,32805,3.5770546e-07,919.0,1515.0,1431.1
c_avx_interleave_matrix_multiply,6,8,32805,3.5770546e-07,780.0,942.0,857.6
c_opensal_matrix_multiply,6,8,32805,3.0392525e-07,4382.0,7307.0,5779.0
c_avx_fixed_dimension_matrix_multiply,6,8,32805,3.5770546e-07,899.0,951.0,913.3
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,32805,3.0392525e-07,986.0,1050.0,997.8
c_matrix_multiply,6,8,98415,4.7776757e-07,15671.0,27731.0,23452.0
c_avx_split_matrix_multiply,6,8,98415,3.6256091e-07,3819.0,3925.0,3856.0
c_avx_interleave_matrix_multiply,6,8,98415,3.6256091e-07,3307.0,3360.0,3329.5
c_opensal_matrix_multiply,6,8,98415,4.7776757e-07,21318.0,22738.0,21706.5
c_avx_fixed_dimension_matrix_multiply,6,8,98415,3.6256091e-07,2675.0,2729.0,2689.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,8,98415,4.7776757e-07,2321.0,2388.0,2339.1
c_matrix_multiply,6,9,5,1.2287812e-07,1.0,2.0,1.5
c_opensal_matrix_multiply,6,9,5,1.2287812e-07,1.0,1.0,1.0
c_avx_fixed_dimension_matrix_multiply,6,9,5,1.7881393e-07,0.0,1.0,0.4
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,5,1.2287812e-07,0.0,1.0,0.4
c_matrix_multiply,6,9,15,1.8848644e-07,3.0,15.0,3.3
c_opensal_matrix_multiply,6,9,15,1.8848644e-07,2.0,13.0,2.7
c_avx_fixed_dimension_matrix_multiply,6,9,15,1.8128046e-07,0.0,1.0,0.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,15,1.8848644e-07,0.0,1.0,0.5
c_matrix_multiply,6,9,45,1.8848644e-07,8.0,26.0,9.2
c_opensal_matrix_multiply,6,9,45,1.8848644e-07,7.0,11.0,7.5
c_avx_fixed_dimension_matrix_multiply,6,9,45,1.3328004e-07,1.0,2.0,1.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,45,1.8848644e-07,0.0,1.0,1.0
c_matrix_multiply,6,9,135,2.3853497e-07,26.0,49.0,27.0
c_opensal_matrix_multiply,6,9,135,2.3853497e-07,21.0,44.0,27.3
c_avx_fixed_dimension_matrix_multiply,6,9,135,1.8128046e-07,3.0,17.0,4.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,135,2.3853497e-07,2.0,8.0,3.1
c_matrix_multiply,6,9,405,2.4575624e-07,80.0,125.0,108.1
c_opensal_matrix_multiply,6,9,405,2.4575624e-07,65.0,105.0,88.2
c_avx_fixed_dimension_matrix_multiply,6,9,405,2.6656008e-07,12.0,21.0,13.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,405,2.4575624e-07,7.0,17.0,9.5
c_matrix_multiply,6,9,1215,2.9950962e-07,291.0,330.0,319.3
c_opensal_matrix_multiply,6,9,1215,2.9950962e-07,247.0,337.0,266.3
c_avx_fixed_dimension_matrix_multiply,6,9,1215,2.3841858e-07,23.0,47.0,38.5
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,1215,2.9950962e-07,26.0,32.0,27.2
c_matrix_multiply,6,9,3645,2.4575624e-07,922.0,940.0,931.5
c_opensal_matrix_multiply,6,9,3645,2.4575624e-07,490.0,548.0,509.7
c_avx_fixed_dimension_matrix_multiply,6,9,3645,2.4257332e-07,79.0,83.0,79.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,3645,2.4575624e-07,56.0,77.0,58.5
c_matrix_multiply,6,9,10935,3.6530645e-07,2159.0,2886.0,2232.5
c_opensal_matrix_multiply,6,9,10935,3.6530645e-07,1543.0,2460.0,2075.1
c_avx_fixed_dimension_matrix_multiply,6,9,10935,2.4575624e-07,221.0,339.0,232.3
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,10935,3.6530645e-07,171.0,195.0,180.7
c_matrix_multiply,6,9,32805,3.6041101e-07,6362.0,8734.0,7992.2
c_opensal_matrix_multiply,6,9,32805,3.6041101e-07,8223.0,8732.0,8286.5
c_avx_fixed_dimension_matrix_multiply,6,9,32805,3.5762787e-07,1233.0,1377.0,1246.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,32805,3.6041101e-07,718.0,781.0,752.5
c_matrix_multiply,6,9,98415,4.7683716e-07,17673.0,27903.0,25499.1
c_opensal_matrix_multiply,6,9,98415,4.7683716e-07,16324.0,27236.0,23626.8
c_avx_fixed_dimension_matrix_multiply,6,9,98415,4.7776757e-07,3277.0,4734.0,3322.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,9,98415,4.7683716e-07,2595.0,2664.0,2623.8
c_matrix_multiply,6,10,5,1.074538e-07,1.0,2.0,1.6
c_opensal_matrix_multiply,6,10,5,1.074538e-07,1.0,2.0,1.4
c_avx_fixed_dimension_matrix_multiply,6,10,5,1.3328004e-07,0.0,1.0,0.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,5,1.074538e-07,0.0,1.0,0.5
c_matrix_multiply,6,10,15,1.8848644e-07,4.0,33.0,5.0
c_opensal_matrix_multiply,6,10,15,1.8848644e-07,3.0,23.0,4.1
c_avx_fixed_dimension_matrix_multiply,6,10,15,2.149076e-07,0.0,2.0,0.9
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,15,1.8848644e-07,0.0,1.0,0.7
c_matrix_multiply,6,10,45,2.5463115e-07,13.0,35.0,13.7
c_opensal_matrix_multiply,6,10,45,2.5463115e-07,10.0,31.0,11.2
c_avx_fixed_dimension_matrix_multiply,6,10,45,2.4027401e-07,1.0,2.0,1.9
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,45,2.5463115e-07,1.0,10.0,1.5
c_matrix_multiply,6,10,135,2.4027401e-07,38.0,51.0,39.6
c_opensal_matrix_multiply,6,10,135,2.4027401e-07,31.0,45.0,32.6
c_avx_fixed_dimension_matrix_multiply,6,10,135,1.8848644e-07,4.0,5.0,5.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,135,2.4027401e-07,3.0,5.0,3.6
c_matrix_multiply,6,10,405,2.9950962e-07,104.0,134.0,117.2
c_opensal_matrix_multiply,6,10,405,2.9950962e-07,95.0,122.0,96.7
c_avx_fixed_dimension_matrix_multiply,6,10,405,2.4027401e-07,14.0,30.0,15.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,405,2.9950962e-07,10.0,15.0,11.1
c_matrix_multiply,6,10,1215,2.6656008e-07,223.0,245.0,231.2
c_opensal_matrix_multiply,6,10,1215,2.6656008e-07,179.0,229.0,197.4
c_avx_fixed_dimension_matrix_multiply,6,10,1215,3.5762787e-07,27.0,38.0,28.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,1215,2.6656008e-07,20.0,33.0,21.3
c_matrix_multiply,6,10,3645,2.6656008e-07,674.0,788.0,724.5
c_opensal_matrix_multiply,6,10,3645,2.6656008e-07,556.0,680.0,587.9
c_avx_fixed_dimension_matrix_multiply,6,10,3645,2.5463115e-07,91.0,95.0,91.8
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,3645,2.6656008e-07,67.0,102.0,71.3
c_matrix_multiply,6,10,10935,3.5956288e-07,2357.0,2379.0,2360.8
c_opensal_matrix_multiply,6,10,10935,3.5956288e-07,1701.0,2653.0,1973.4
c_avx_fixed_dimension_matrix_multiply,6,10,10935,2.9802322e-07,400.0,445.0,409.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,10935,3.5956288e-07,312.0,338.0,325.8
c_matrix_multiply,6,10,32805,3.6256091e-07,6053.0,10198.0,8487.1
c_opensal_matrix_multiply,6,10,32805,3.6256091e-07,7061.0,9992.0,9210.1
c_avx_fixed_dimension_matrix_multiply,6,10,32805,3.6256091e-07,1435.0,1489.0,1452.2
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,32805,3.6256091e-07,826.0,982.0,886.4
c_matrix_multiply,6,10,98415,4.7776757e-07,22674.0,30291.0,29468.9
c_opensal_matrix_multiply,6,10,98415,4.7776757e-07,18832.0,28535.0,26675.0
c_avx_fixed_dimension_matrix_multiply,6,10,98415,4.7706993e-07,3649.0,3723.0,3667.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,10,98415,4.7776757e-07,3118.0,3203.0,3152.6
c_matrix_multiply,6,11,5,2.0874926e-07,1.0,13.0,1.5
c_opensal_matrix_multiply,6,11,5,2.0874926e-07,1.0,2.0,1.5
c_avx_fixed_dimension_matrix_multiply,6,11,5,1.5067867e-07,0.0,2.0,0.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,11,5,2.0874926e-07,0.0,1.0,0.6
c_matrix_multiply,6,11,15,1.4905817e-07,4.0,31.0,5.2
c_opensal_matrix_multiply,6,11,15,1.4905817e-07,4.0,26.0,4.5
c_avx_fixed_dimension_matrix_multiply,6,11,15,1.5017125e-07,1.0,1.0,1.0
c_avx_fixed_dimension_accumulate_matrix_multiply,6,11,15,1.4905817e-07,0.0,1.0,0.8
c_matrix_multiply,6,11,45,2.3841858e-07,14.0,23.0,14.9
c_opensal_matrix_multiply,6,11,45,2.3841858e-07,11.0,17.0,12.1
c_avx_fixed_dimension_matrix_multiply,6,11,45,2.4575624e-07,2.0,3.0,2.1
c_avx_fixed_dimension_accumulate_matrix_multiply,6,11,45,2.3841858e-07,1.0,7.0,1.6
c_matrix_multiply,6,11,135,2.149076e-07,42.0,65.0,42.7
c_opensal_matrix_multiply,6,11,135,2.149076e-07,35.0,43.0,35.5
c_avx_fixed_dimension_matrix_multiply,6,11,135,1.7881393e-07,5.0,9.0,5.7
c_avx_fixed_dimension_accumulate_matrix_multiply,6,11,135,2.149076e-07,2.0,14.0,3.8
c_matrix_multiply,6,11,405,2.3946401e-07,83.0,134.0,96.0
c_opensal_matrix_multiply,6,11,405,2.3946401e-07,67.0,84.0,68.2
c_avx_fixed_dimension_matrix_multiply,6,11,405,2.4191451e-07,11.0,21.0,11.6
c_avx_fixed_dimension_accumulate_matrix_multiply,6,11,405,2.3946401e-07,7.0,13.0,8.0
c_matrix_multiply,6,11,1215,3.5762787e-07,263.0,1735.0,280.1
c_opensal_matrix_multiply,6,11,1215,3.5762787e-07,196.0,279.0,227.5
