Function,nr_c,dot_product_length,Num Samples,Max ABS difference,Min duration us,Max duration us,Average duration us
c_matrix_multiply,12,7,405,1.4901161e-07,169.0,174.0,170.3
c_opensal_matrix_multiply,12,7,405,1.4901161e-07,138.0,145.0,138.4
c_avx_fixed_dimension_matrix_multiply,12,7,405,1.3328004e-07,16.0,24.0,17.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,7,405,1.4901161e-07,14.0,22.0,14.9
c_matrix_multiply,12,7,1215,1.8128046e-07,501.0,509.0,503.3
c_opensal_matrix_multiply,12,7,1215,1.8128046e-07,418.0,426.0,419.3
c_avx_fixed_dimension_matrix_multiply,12,7,1215,1.7978144e-07,49.0,57.0,50.3
c_avx_fixed_dimension_accumulate_matrix_multiply,12,7,1215,1.8128046e-07,42.0,55.0,43.2
c_matrix_multiply,12,7,3645,2.4575624e-07,1509.0,1520.0,1512.7
c_opensal_matrix_multiply,12,7,3645,2.4575624e-07,1170.0,1313.0,1278.8
c_avx_fixed_dimension_matrix_multiply,12,7,3645,1.7881393e-07,150.0,158.0,151.5
c_avx_fixed_dimension_accumulate_matrix_multiply,12,7,3645,2.4575624e-07,128.0,136.0,129.6
c_matrix_multiply,12,7,10935,2.4575624e-07,4595.0,4616.0,4602.6
c_opensal_matrix_multiply,12,7,10935,2.4575624e-07,3786.0,3847.0,3791.9
c_avx_fixed_dimension_matrix_multiply,12,7,10935,1.7943374e-07,456.0,462.0,459.0
c_avx_fixed_dimension_accumulate_matrix_multiply,12,7,10935,2.4575624e-07,387.0,406.0,391.0
c_matrix_multiply,12,7,32805,2.4575624e-07,14154.0,14221.0,14172.5
c_opensal_matrix_multiply,12,7,32805,2.4575624e-07,12107.0,12229.0,12130.8
c_avx_fixed_dimension_matrix_multiply,12,7,32805,2.4027401e-07,1522.0,1548.0,1531.7
c_avx_fixed_dimension_accumulate_matrix_multiply,12,7,32805,2.4575624e-07,1402.0,1457.0,1412.4
c_matrix_multiply,12,7,98415,3.5762787e-07,44217.0,44783.0,44308.6
c_opensal_matrix_multiply,12,7,98415,3.5762787e-07,36811.0,39468.0,37444.6
c_avx_fixed_dimension_matrix_multiply,12,7,98415,2.4575624e-07,4311.0,4393.0,4325.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,7,98415,3.5762787e-07,4261.0,4331.0,4289.8
c_matrix_multiply,12,8,5,1.20137e-07,2.0,9.0,2.6
c_avx_split_matrix_multiply,12,8,5,1.7881393e-07,1.0,2.0,1.1
c_avx_interleave_matrix_multiply,12,8,5,1.7881393e-07,0.0,1.0,0.9
c_opensal_matrix_multiply,12,8,5,1.20137e-07,2.0,3.0,2.2
c_avx_fixed_dimension_matrix_multiply,12,8,5,1.7881393e-07,0.0,8.0,0.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,5,1.20137e-07,0.0,2.0,0.7
c_matrix_multiply,12,8,15,1.3328004e-07,7.0,14.0,7.5
c_avx_split_matrix_multiply,12,8,15,1.2287812e-07,1.0,7.0,1.7
c_avx_interleave_matrix_multiply,12,8,15,1.2287812e-07,1.0,2.0,1.4
c_opensal_matrix_multiply,12,8,15,1.3328004e-07,6.0,16.0,6.2
c_avx_fixed_dimension_matrix_multiply,12,8,15,1.2287812e-07,1.0,2.0,1.2
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,15,1.3328004e-07,1.0,2.0,1.0
c_matrix_multiply,12,8,45,1.4057727e-07,21.0,27.0,21.2
c_avx_split_matrix_multiply,12,8,45,1.20137e-07,3.0,5.0,3.7
c_avx_interleave_matrix_multiply,12,8,45,1.20137e-07,3.0,4.0,3.1
c_opensal_matrix_multiply,12,8,45,1.4057727e-07,17.0,24.0,17.7
c_avx_fixed_dimension_matrix_multiply,12,8,45,1.20137e-07,2.0,3.0,2.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,45,1.4057727e-07,2.0,3.0,2.2
c_matrix_multiply,12,8,135,1.3738192e-07,63.0,73.0,64.2
c_avx_split_matrix_multiply,12,8,135,1.3328004e-07,9.0,16.0,9.8
c_avx_interleave_matrix_multiply,12,8,135,1.3328004e-07,8.0,13.0,8.2
c_opensal_matrix_multiply,12,8,135,1.3738192e-07,52.0,59.0,52.3
c_avx_fixed_dimension_matrix_multiply,12,8,135,1.3328004e-07,6.0,12.0,6.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,135,1.3738192e-07,6.0,16.0,6.2
c_matrix_multiply,12,8,405,2.4575624e-07,192.0,199.0,193.1
c_avx_split_matrix_multiply,12,8,405,1.7881393e-07,28.0,35.0,28.3
c_avx_interleave_matrix_multiply,12,8,405,1.7881393e-07,23.0,27.0,23.9
c_opensal_matrix_multiply,12,8,405,2.4575624e-07,155.0,163.0,156.2
c_avx_fixed_dimension_matrix_multiply,12,8,405,1.7881393e-07,20.0,23.0,20.2
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,405,2.4575624e-07,17.0,23.0,18.2
c_matrix_multiply,12,8,1215,2.3888379e-07,569.0,574.0,571.4
c_avx_split_matrix_multiply,12,8,1215,1.7881393e-07,84.0,90.0,84.7
c_avx_interleave_matrix_multiply,12,8,1215,1.7881393e-07,70.0,78.0,70.5
c_opensal_matrix_multiply,12,8,1215,2.3888379e-07,471.0,476.0,473.2
c_avx_fixed_dimension_matrix_multiply,12,8,1215,1.7881393e-07,59.0,63.0,60.0
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,1215,2.3888379e-07,53.0,59.0,53.7
c_matrix_multiply,12,8,3645,2.4027401e-07,1716.0,1726.0,1720.7
c_avx_split_matrix_multiply,12,8,3645,1.8848644e-07,253.0,261.0,253.8
c_avx_interleave_matrix_multiply,12,8,3645,1.8848644e-07,211.0,222.0,212.7
c_opensal_matrix_multiply,12,8,3645,2.4027401e-07,1410.0,1419.0,1413.2
c_avx_fixed_dimension_matrix_multiply,12,8,3645,1.8848644e-07,178.0,187.0,179.3
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,3645,2.4027401e-07,160.0,171.0,162.2
c_matrix_multiply,12,8,10935,2.4257332e-07,5209.0,5224.0,5214.0
c_avx_split_matrix_multiply,12,8,10935,2.4257332e-07,760.0,773.0,762.8
c_avx_interleave_matrix_multiply,12,8,10935,2.4257332e-07,630.0,639.0,632.8
c_opensal_matrix_multiply,12,8,10935,2.4257332e-07,4293.0,4314.0,4299.0
c_avx_fixed_dimension_matrix_multiply,12,8,10935,2.4257332e-07,536.0,546.0,538.5
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,10935,2.4257332e-07,505.0,522.0,509.5
c_matrix_multiply,12,8,32805,2.4575624e-07,15558.0,15682.0,15590.4
c_avx_split_matrix_multiply,12,8,32805,2.4575624e-07,2913.0,3034.0,2954.6
c_avx_interleave_matrix_multiply,12,8,32805,2.4575624e-07,2204.0,2240.0,2214.8
c_opensal_matrix_multiply,12,8,32805,2.4575624e-07,13623.0,13761.0,13636.9
c_avx_fixed_dimension_matrix_multiply,12,8,32805,2.4575624e-07,1943.0,2047.0,1951.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,32805,2.4575624e-07,1731.0,1773.0,1740.7
c_matrix_multiply,12,8,98415,2.4575624e-07,49920.0,52453.0,50069.0
c_avx_split_matrix_multiply,12,8,98415,2.4575624e-07,8100.0,8141.0,8123.1
c_avx_interleave_matrix_multiply,12,8,98415,2.4575624e-07,5945.0,6042.0,5967.6
c_opensal_matrix_multiply,12,8,98415,2.4575624e-07,43067.0,44507.0,43324.1
c_avx_fixed_dimension_matrix_multiply,12,8,98415,2.4575624e-07,5083.0,5149.0,5098.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,8,98415,2.4575624e-07,5250.0,5318.0,5280.2
c_matrix_multiply,12,9,5,2.0861626e-07,2.0,3.0,2.9
c_opensal_matrix_multiply,12,9,5,2.0861626e-07,2.0,3.0,2.4
c_avx_fixed_dimension_matrix_multiply,12,9,5,1.7881393e-07,0.0,1.0,0.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,5,2.0861626e-07,0.0,1.0,1.0
c_matrix_multiply,12,9,15,1.7943374e-07,8.0,20.0,8.2
c_opensal_matrix_multiply,12,9,15,1.7943374e-07,6.0,13.0,7.0
c_avx_fixed_dimension_matrix_multiply,12,9,15,1.3328004e-07,1.0,2.0,1.4
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,15,1.7943374e-07,1.0,2.0,1.1
c_matrix_multiply,12,9,45,1.3328004e-07,23.0,28.0,23.4
c_opensal_matrix_multiply,12,9,45,1.3328004e-07,19.0,31.0,19.7
c_avx_fixed_dimension_matrix_multiply,12,9,45,1.3328004e-07,3.0,4.0,3.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,45,1.3328004e-07,2.0,3.0,2.3
c_matrix_multiply,12,9,135,1.7943374e-07,71.0,76.0,71.8
c_opensal_matrix_multiply,12,9,135,1.7943374e-07,57.0,62.0,58.2
c_avx_fixed_dimension_matrix_multiply,12,9,135,1.3328004e-07,8.0,15.0,8.5
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,135,1.7943374e-07,6.0,7.0,6.2
c_matrix_multiply,12,9,405,1.9992005e-07,207.0,216.0,208.7
c_opensal_matrix_multiply,12,9,405,1.9992005e-07,173.0,177.0,174.1
c_avx_fixed_dimension_matrix_multiply,12,9,405,2.4027401e-07,25.0,31.0,25.4
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,405,1.9992005e-07,18.0,23.0,18.4
c_matrix_multiply,12,9,1215,2.3946401e-07,636.0,641.0,639.1
c_opensal_matrix_multiply,12,9,1215,2.3946401e-07,525.0,533.0,527.2
c_avx_fixed_dimension_matrix_multiply,12,9,1215,1.5557269e-07,74.0,82.0,74.4
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,1215,2.3946401e-07,53.0,64.0,55.0
c_matrix_multiply,12,9,3645,2.4575624e-07,1913.0,1953.0,1916.7
c_opensal_matrix_multiply,12,9,3645,2.4575624e-07,1576.0,1581.0,1578.7
c_avx_fixed_dimension_matrix_multiply,12,9,3645,2.5463115e-07,220.0,228.0,221.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,3645,2.4575624e-07,165.0,170.0,166.3
c_matrix_multiply,12,9,10935,2.4575624e-07,5754.0,5767.0,5758.9
c_opensal_matrix_multiply,12,9,10935,2.4575624e-07,4777.0,4796.0,4783.3
c_avx_fixed_dimension_matrix_multiply,12,9,10935,2.4575624e-07,670.0,682.0,673.2
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,10935,2.4575624e-07,533.0,545.0,536.1
c_matrix_multiply,12,9,32805,2.8115454e-07,17375.0,17635.0,17423.4
c_opensal_matrix_multiply,12,9,32805,2.8115454e-07,15883.0,16056.0,15903.2
c_avx_fixed_dimension_matrix_multiply,12,9,32805,2.6656008e-07,2351.0,2409.0,2357.7
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,32805,2.8115454e-07,1824.0,1842.0,1833.5
c_matrix_multiply,12,9,98415,2.6656008e-07,55496.0,55932.0,55695.8
c_opensal_matrix_multiply,12,9,98415,2.6656008e-07,48536.0,49344.0,48764.4
c_avx_fixed_dimension_matrix_multiply,12,9,98415,2.4575624e-07,6245.0,6285.0,6260.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,9,98415,2.6656008e-07,4942.0,4998.0,4962.1
c_matrix_multiply,12,10,5,1.3328004e-07,3.0,4.0,3.0
c_opensal_matrix_multiply,12,10,5,1.3328004e-07,2.0,8.0,2.7
c_avx_fixed_dimension_matrix_multiply,12,10,5,1.2731557e-07,1.0,2.0,1.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,5,1.3328004e-07,0.0,1.0,0.9
c_matrix_multiply,12,10,15,1.7881393e-07,8.0,21.0,8.8
c_opensal_matrix_multiply,12,10,15,1.7881393e-07,7.0,13.0,7.5
c_avx_fixed_dimension_matrix_multiply,12,10,15,1.3328004e-07,1.0,10.0,1.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,15,1.7881393e-07,1.0,2.0,1.2
c_matrix_multiply,12,10,45,2.3841858e-07,25.0,31.0,26.0
c_opensal_matrix_multiply,12,10,45,2.3841858e-07,21.0,32.0,21.7
c_avx_fixed_dimension_matrix_multiply,12,10,45,1.3328004e-07,3.0,9.0,3.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,45,2.3841858e-07,2.0,3.0,2.7
c_matrix_multiply,12,10,135,2.149076e-07,76.0,83.0,77.2
c_opensal_matrix_multiply,12,10,135,2.149076e-07,63.0,68.0,64.0
c_avx_fixed_dimension_matrix_multiply,12,10,135,1.6858739e-07,9.0,14.0,9.7
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,135,2.149076e-07,7.0,14.0,7.9
c_matrix_multiply,12,10,405,2.3841858e-07,238.0,244.0,238.9
c_opensal_matrix_multiply,12,10,405,2.3841858e-07,191.0,200.0,192.0
c_avx_fixed_dimension_matrix_multiply,12,10,405,2.3841858e-07,28.0,33.0,28.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,405,2.3841858e-07,22.0,30.0,22.3
c_matrix_multiply,12,10,1215,2.4575624e-07,712.0,720.0,713.8
c_opensal_matrix_multiply,12,10,1215,2.4575624e-07,577.0,582.0,579.1
c_avx_fixed_dimension_matrix_multiply,12,10,1215,1.8848644e-07,83.0,93.0,84.4
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,1215,2.4575624e-07,64.0,72.0,66.3
c_matrix_multiply,12,10,3645,2.4575624e-07,2148.0,2194.0,2151.3
c_opensal_matrix_multiply,12,10,3645,2.4575624e-07,1733.0,1755.0,1736.4
c_avx_fixed_dimension_matrix_multiply,12,10,3645,2.4575624e-07,250.0,260.0,251.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,3645,2.4575624e-07,198.0,210.0,201.2
c_matrix_multiply,12,10,10935,2.9802322e-07,6238.0,6259.0,6243.8
c_opensal_matrix_multiply,12,10,10935,2.9802322e-07,5307.0,5352.0,5316.4
c_avx_fixed_dimension_matrix_multiply,12,10,10935,2.6656008e-07,753.0,764.0,755.4
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,10935,2.9802322e-07,589.0,612.0,593.5
c_matrix_multiply,12,10,32805,2.6656008e-07,19640.0,19740.0,19680.3
c_opensal_matrix_multiply,12,10,32805,2.6656008e-07,18713.0,19083.0,18736.5
c_avx_fixed_dimension_matrix_multiply,12,10,32805,2.5463115e-07,2638.0,2651.0,2644.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,32805,2.6656008e-07,2213.0,2269.0,2220.4
c_matrix_multiply,12,10,98415,3.6530645e-07,61238.0,61673.0,61439.3
c_opensal_matrix_multiply,12,10,98415,3.6530645e-07,54594.0,57636.0,54879.7
c_avx_fixed_dimension_matrix_multiply,12,10,98415,2.5463115e-07,7052.0,7096.0,7078.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,10,98415,3.6530645e-07,6042.0,6117.0,6081.4
c_matrix_multiply,12,11,5,2.4575624e-07,3.0,4.0,3.3
c_opensal_matrix_multiply,12,11,5,2.4575624e-07,2.0,10.0,2.9
c_avx_fixed_dimension_matrix_multiply,12,11,5,1.4901161e-07,1.0,2.0,1.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,5,2.4575624e-07,0.0,1.0,0.9
c_matrix_multiply,12,11,15,2.3841858e-07,9.0,14.0,10.0
c_opensal_matrix_multiply,12,11,15,2.3841858e-07,8.0,9.0,8.1
c_avx_fixed_dimension_matrix_multiply,12,11,15,1.3328004e-07,1.0,13.0,1.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,15,2.3841858e-07,1.0,3.0,1.5
c_matrix_multiply,12,11,45,2.3841858e-07,29.0,33.0,29.2
c_opensal_matrix_multiply,12,11,45,2.3841858e-07,23.0,31.0,23.7
c_avx_fixed_dimension_matrix_multiply,12,11,45,2.3888379e-07,4.0,9.0,4.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,45,2.3841858e-07,2.0,7.0,2.7
c_matrix_multiply,12,11,135,2.4257332e-07,87.0,96.0,88.4
c_opensal_matrix_multiply,12,11,135,2.4257332e-07,69.0,76.0,70.0
c_avx_fixed_dimension_matrix_multiply,12,11,135,2.3841858e-07,10.0,15.0,10.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,135,2.4257332e-07,7.0,9.0,7.5
c_matrix_multiply,12,11,405,2.9802322e-07,259.0,273.0,260.4
c_opensal_matrix_multiply,12,11,405,2.9802322e-07,209.0,217.0,210.5
c_avx_fixed_dimension_matrix_multiply,12,11,405,2.6656008e-07,31.0,39.0,31.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,405,2.9802322e-07,21.0,26.0,22.3
c_matrix_multiply,12,11,1215,2.6656008e-07,780.0,786.0,782.5
c_opensal_matrix_multiply,12,11,1215,2.6656008e-07,632.0,638.0,634.2
c_avx_fixed_dimension_matrix_multiply,12,11,1215,2.4257332e-07,93.0,101.0,93.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,1215,2.6656008e-07,63.0,69.0,64.2
c_matrix_multiply,12,11,3645,2.6656008e-07,2352.0,2439.0,2355.6
c_opensal_matrix_multiply,12,11,3645,2.6656008e-07,1902.0,1911.0,1904.8
c_avx_fixed_dimension_matrix_multiply,12,11,3645,2.4575624e-07,278.0,284.0,279.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,3645,2.6656008e-07,193.0,204.0,195.2
c_matrix_multiply,12,11,10935,3.0392525e-07,7055.0,7072.0,7061.9
c_opensal_matrix_multiply,12,11,10935,3.0392525e-07,5758.0,5797.0,5764.7
c_avx_fixed_dimension_matrix_multiply,12,11,10935,2.5463115e-07,833.0,843.0,836.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,10935,3.0392525e-07,651.0,668.0,655.7
c_matrix_multiply,12,11,32805,2.9802322e-07,21786.0,22279.0,21859.2
c_opensal_matrix_multiply,12,11,32805,2.9802322e-07,21780.0,22139.0,21803.0
c_avx_fixed_dimension_matrix_multiply,12,11,32805,2.6656008e-07,2919.0,2948.0,2932.0
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,32805,2.9802322e-07,2294.0,2323.0,2305.7
c_matrix_multiply,12,11,98415,3.7697288e-07,67571.0,68046.0,67747.0
c_opensal_matrix_multiply,12,11,98415,3.7697288e-07,59935.0,61118.0,60100.8
c_avx_fixed_dimension_matrix_multiply,12,11,98415,2.9802322e-07,7825.0,10208.0,7867.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,11,98415,3.7697288e-07,6138.0,6270.0,6212.5
c_matrix_multiply,12,12,5,1.3328004e-07,3.0,4.0,3.6
c_opensal_matrix_multiply,12,12,5,1.3328004e-07,3.0,10.0,3.1
c_avx_fixed_dimension_matrix_multiply,12,12,5,1.2287812e-07,1.0,2.0,1.2
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,5,1.3328004e-07,0.0,1.0,1.0
c_matrix_multiply,12,12,15,1.8848644e-07,10.0,18.0,10.7
c_opensal_matrix_multiply,12,12,15,1.8848644e-07,8.0,16.0,8.8
c_avx_fixed_dimension_matrix_multiply,12,12,15,1.2287812e-07,1.0,2.0,1.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,15,1.8848644e-07,1.0,3.0,1.4
c_matrix_multiply,12,12,45,3.5886748e-07,31.0,38.0,31.5
c_opensal_matrix_multiply,12,12,45,3.5886748e-07,25.0,32.0,25.6
c_avx_fixed_dimension_matrix_multiply,12,12,45,1.6049042e-07,4.0,13.0,4.9
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,45,3.5886748e-07,3.0,4.0,3.4
c_matrix_multiply,12,12,135,2.3841858e-07,92.0,100.0,93.2
c_opensal_matrix_multiply,12,12,135,2.3841858e-07,75.0,84.0,75.9
c_avx_fixed_dimension_matrix_multiply,12,12,135,1.5840152e-07,12.0,20.0,12.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,135,2.3841858e-07,8.0,20.0,9.4
c_matrix_multiply,12,12,405,2.4027401e-07,278.0,289.0,279.5
c_opensal_matrix_multiply,12,12,405,2.4027401e-07,227.0,232.0,228.7
c_avx_fixed_dimension_matrix_multiply,12,12,405,1.7881393e-07,37.0,44.0,37.2
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,405,2.4027401e-07,26.0,30.0,26.7
c_matrix_multiply,12,12,1215,3.5886748e-07,836.0,844.0,837.9
c_opensal_matrix_multiply,12,12,1215,3.5886748e-07,687.0,702.0,689.3
c_avx_fixed_dimension_matrix_multiply,12,12,1215,2.4575624e-07,110.0,118.0,110.8
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,1215,3.5886748e-07,78.0,88.0,79.1
c_matrix_multiply,12,12,3645,3.5762787e-07,2460.0,2493.0,2463.2
c_opensal_matrix_multiply,12,12,3645,3.5762787e-07,2069.0,2087.0,2071.8
c_avx_fixed_dimension_matrix_multiply,12,12,3645,2.4575624e-07,329.0,339.0,331.0
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,3645,3.5762787e-07,236.0,256.0,240.0
c_matrix_multiply,12,12,10935,3.6863437e-07,7640.0,7691.0,7644.4
c_opensal_matrix_multiply,12,12,10935,3.6863437e-07,6261.0,6294.0,6267.7
c_avx_fixed_dimension_matrix_multiply,12,12,10935,2.6656008e-07,992.0,1001.0,993.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,10935,3.6863437e-07,703.0,762.0,716.0
c_matrix_multiply,12,12,32805,3.7697288e-07,23330.0,23525.0,23405.8
c_opensal_matrix_multiply,12,12,32805,3.7697288e-07,25599.0,26084.0,25626.5
c_avx_fixed_dimension_matrix_multiply,12,12,32805,3.6256091e-07,3360.0,3397.0,3374.5
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,32805,3.7697288e-07,2900.0,2978.0,2925.8
c_matrix_multiply,12,12,98415,4.7776757e-07,72325.0,72798.0,72470.5
c_opensal_matrix_multiply,12,12,98415,4.7776757e-07,65528.0,66679.0,65812.6
c_avx_fixed_dimension_matrix_multiply,12,12,98415,2.7354895e-07,9168.0,9248.0,9192.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,12,98415,4.7776757e-07,7443.0,7557.0,7500.3
c_matrix_multiply,12,13,5,1.7943374e-07,3.0,4.0,3.9
c_opensal_matrix_multiply,12,13,5,1.7943374e-07,3.0,11.0,3.3
c_avx_fixed_dimension_matrix_multiply,12,13,5,1.7943374e-07,1.0,2.0,1.3
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,5,1.7943374e-07,1.0,2.0,1.1
c_matrix_multiply,12,13,15,2.4575624e-07,11.0,18.0,11.4
c_opensal_matrix_multiply,12,13,15,2.4575624e-07,9.0,16.0,9.4
c_avx_fixed_dimension_matrix_multiply,12,13,15,1.4901161e-07,2.0,2.0,2.0
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,15,2.4575624e-07,1.0,2.0,1.4
c_matrix_multiply,12,13,45,2.4027401e-07,33.0,37.0,33.7
c_opensal_matrix_multiply,12,13,45,2.4027401e-07,27.0,40.0,27.6
c_avx_fixed_dimension_matrix_multiply,12,13,45,2.4575624e-07,5.0,8.0,5.2
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,45,2.4027401e-07,3.0,4.0,3.2
c_matrix_multiply,12,13,135,2.4027401e-07,98.0,106.0,98.6
c_opensal_matrix_multiply,12,13,135,2.4027401e-07,81.0,90.0,82.2
c_avx_fixed_dimension_matrix_multiply,12,13,135,2.149076e-07,13.0,17.0,13.7
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,135,2.4027401e-07,8.0,14.0,8.9
c_matrix_multiply,12,13,405,2.9839552e-07,307.0,316.0,308.1
c_opensal_matrix_multiply,12,13,405,2.9839552e-07,246.0,255.0,247.2
c_avx_fixed_dimension_matrix_multiply,12,13,405,2.3841858e-07,39.0,45.0,40.0
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,405,2.9839552e-07,25.0,32.0,25.5
c_matrix_multiply,12,13,1215,2.682209e-07,907.0,969.0,910.4
c_opensal_matrix_multiply,12,13,1215,2.682209e-07,741.0,754.0,745.5
c_avx_fixed_dimension_matrix_multiply,12,13,1215,2.4575624e-07,118.0,128.0,119.5
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,1215,2.682209e-07,74.0,89.0,79.6
c_matrix_multiply,12,13,3645,3.6256091e-07,2726.0,2733.0,2728.2
c_opensal_matrix_multiply,12,13,3645,3.6256091e-07,2225.0,2257.0,2238.8
c_avx_fixed_dimension_matrix_multiply,12,13,3645,2.6656008e-07,354.0,364.0,355.5
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,3645,3.6256091e-07,225.0,243.0,230.6
c_matrix_multiply,12,13,10935,3.7697288e-07,8202.0,8266.0,8211.0
c_opensal_matrix_multiply,12,13,10935,3.7697288e-07,6948.0,7001.0,6968.4
c_avx_fixed_dimension_matrix_multiply,12,13,10935,2.6656008e-07,1065.0,1075.0,1067.4
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,10935,3.7697288e-07,736.0,766.0,747.6
c_matrix_multiply,12,13,32805,4.9151248e-07,25526.0,25976.0,25578.3
c_opensal_matrix_multiply,12,13,32805,4.9151248e-07,29475.0,32513.0,29547.0
c_avx_fixed_dimension_matrix_multiply,12,13,32805,3.6256091e-07,3792.0,3812.0,3801.1
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,32805,4.9151248e-07,2930.0,2953.0,2940.4
c_matrix_multiply,12,13,98415,4.8054801e-07,78312.0,78777.0,78449.2
c_opensal_matrix_multiply,12,13,98415,4.8054801e-07,70905.0,72194.0,71192.7
c_avx_fixed_dimension_matrix_multiply,12,13,98415,3.6256091e-07,9781.0,9837.0,9812.2
c_avx_fixed_dimension_accumulate_matrix_multiply,12,13,98415,4.8054801e-07,7231.0,7459.0,7309.8
c_matrix_multiply,12,14,5,2.3841858e-07,4.0,5.0,4.0
c_opensal_matrix_multiply,12,14,5,2.3841858e-07,3.0,4.0,3.5
c_avx_fixed_dimension_matrix_multiply,12,14,5,1.8848644e-07,1.0,2.0,1.4
c_avx_fixed_dimension_accumulate_matrix_multiply,12,14,5,2.3841858e-07,1.0,2.0,1.2
c_matrix_multiply,12,14,15,2.3914507e-07,12.0,20.0,12.8
c_opensal_matrix_multiply,12,14,15,2.3914507e-07,10.0,15.0,10.1
c_avx_fixed_dimension_matrix_multiply,12,14,15,1.3328004e-07,2.0,8.0,2.3
c_avx_fixed_dimension_accumulate_matrix_multiply,12,14,15,2.3914507e-07,1.0,2.0,1.6
c_matrix_multiply,12,14,45,2.3841858e-07,36.0,41.0,36.3
c_opensal_matrix_multiply,12,14,45,2.3841858e-07,29.0,33.0,29.3
c_avx_fixed_dimension_matrix_multiply,12,14,45,1.6049042e-07,5.0,11.0,5.6
c_avx_fixed_dimension_accumulate_matrix_multiply,12,14,45,2.3841858e-07,3.0,9.0,4.0
c_matrix_multiply,12,14,135,2.6656008e-07,107.0,116.0,107.8
c_opensal_matrix_multiply,12,14,135,2.6656008e-07,87.0,94.0,87.5
c_avx_fixed_dimension_matrix_multiply,12,14,135,2.4575624e-07,14.0,22.0,15.0
c_avx_fixed_dimension_accumulate_matrix_multiply,12,14,135,2.6656008e-07,10.0,15.0,10.6
c_matrix_multiply,12,14,405,3.5886748e-07,318.0,324.0,319.6
c_opensal_matrix_multiply,12,14,405,3.5886748e-07,263.0,274.0,264.9
c_avx_fixed_dimension_matrix_multiply,12,14,405,2.6656008e-07,43.0,48.0,43.6
