Row,multiply_type,nr_c,dot_product_length,num_vfops,load_left_block_throughput,load_left_throughput_bottlenck,load_left_num_uops,operate_block_throughput,operate_throughput_bottlenck,operate_num_uops
cmat_mulx_avx_nr_c_4_dot_product_length_16,cmat_mulx_avx,4,16,252,128,Backend,388,146,Backend,574
cmat_mulx_avx_nr_c_4_dot_product_length_17,cmat_mulx_avx,4,17,268,136,Backend,412,158,Backend,619
cmat_mulx_avx_nr_c_4_dot_product_length_18,cmat_mulx_avx,4,18,284,144,Backend,436,166,Backend,658
cmat_mulx_avx_nr_c_4_dot_product_length_19,cmat_mulx_avx,4,19,300,152,Backend,460,177,Backend,697
cmat_mulx_avx_nr_c_4_dot_product_length_20,cmat_mulx_avx,4,20,316,160,Backend,484,185,Backend,736
cmat_mulx_avx_nr_c_5_dot_product_length_2,cmat_mulx_avx,5,2,35,13.95,Backend,47,18.15,Backend,69
cmat_mulx_avx_nr_c_5_dot_product_length_3,cmat_mulx_avx,5,3,55,24,Backend,83,28,Backend,105
cmat_mulx_avx_nr_c_5_dot_product_length_4,cmat_mulx_avx,5,4,75,36,Backend,117,38.47,Backend,140
cmat_mulx_avx_nr_c_5_dot_product_length_5,cmat_mulx_avx,5,5,95,49,Backend,153,49.53,Backend,176
cmat_mulx_avx_nr_c_5_dot_product_length_6,cmat_mulx_avx,5,6,115,60,Backend,185,61,Backend,217
cmat_mulx_avx_nr_c_5_dot_product_length_7,cmat_mulx_avx,5,7,135,70,Backend,215,73.05,Backend,264
cmat_mulx_avx_nr_c_5_dot_product_length_8,cmat_mulx_avx,5,8,155,80,Backend,245,85.05,Backend,311
cmat_mulx_avx_nr_c_5_dot_product_length_9,cmat_mulx_avx,5,9,175,90,Backend,275,96,Backend,365
cmat_mulx_avx_nr_c_5_dot_product_length_10,cmat_mulx_avx,5,10,195,100,Backend,305,108.95,Backend,412
cmat_mulx_avx_nr_c_5_dot_product_length_11,cmat_mulx_avx,5,11,215,110,Backend,335,121.53,Backend,459
cmat_mulx_avx_nr_c_5_dot_product_length_12,cmat_mulx_avx,5,12,235,120,Backend,365,131.05,Backend,506
cmat_mulx_avx_nr_c_5_dot_product_length_13,cmat_mulx_avx,5,13,255,130,Backend,395,143.47,Backend,553
cmat_mulx_avx_nr_c_5_dot_product_length_14,cmat_mulx_avx,5,14,275,140,Backend,425,155,Backend,600
cmat_mulx_avx_nr_c_5_dot_product_length_15,cmat_mulx_avx,5,15,295,150,Backend,455,166,Backend,647
cmat_mulx_avx_nr_c_5_dot_product_length_16,cmat_mulx_avx,5,16,315,160,Backend,485,179.05,Backend,694
cmat_mulx_avx_nr_c_5_dot_product_length_17,cmat_mulx_avx,5,17,335,170,Backend,515,190.53,Backend,748
cmat_mulx_avx_nr_c_5_dot_product_length_18,cmat_mulx_avx,5,18,355,180,Backend,545,201.53,Backend,795
cmat_mulx_avx_nr_c_5_dot_product_length_19,cmat_mulx_avx,5,19,375,190,Backend,575,214.95,Backend,842
cmat_mulx_avx_nr_c_5_dot_product_length_20,cmat_mulx_avx,5,20,395,200,Backend,605,224.53,Backend,889
cmat_mulx_avx_nr_c_6_dot_product_length_2,cmat_mulx_avx,6,2,42,17.95,Backend,60,21.47,Backend,83
cmat_mulx_avx_nr_c_6_dot_product_length_3,cmat_mulx_avx,6,3,66,30,Backend,102,34,Backend,125
cmat_mulx_avx_nr_c_6_dot_product_length_4,cmat_mulx_avx,6,4,90,44,Backend,142,46,Backend,166
cmat_mulx_avx_nr_c_6_dot_product_length_5,cmat_mulx_avx,6,5,114,59,Backend,184,59,Backend,208
cmat_mulx_avx_nr_c_6_dot_product_length_6,cmat_mulx_avx,6,6,138,72,Backend,222,73,Backend,256
cmat_mulx_avx_nr_c_6_dot_product_length_7,cmat_mulx_avx,6,7,162,84,Backend,258,87,Backend,311
cmat_mulx_avx_nr_c_6_dot_product_length_8,cmat_mulx_avx,6,8,186,96,Backend,294,100,Backend,366
cmat_mulx_avx_nr_c_6_dot_product_length_9,cmat_mulx_avx,6,9,210,108,Backend,330,113,Backend,429
cmat_mulx_avx_nr_c_6_dot_product_length_10,cmat_mulx_avx,6,10,234,120,Backend,366,129,Backend,484
cmat_mulx_avx_nr_c_6_dot_product_length_11,cmat_mulx_avx,6,11,258,132,Backend,402,144,Backend,539
cmat_mulx_avx_nr_c_6_dot_product_length_12,cmat_mulx_avx,6,12,282,144,Backend,438,156,Backend,594
cmat_mulx_avx_nr_c_6_dot_product_length_13,cmat_mulx_avx,6,13,306,156,Backend,474,169,Backend,649
cmat_mulx_avx_nr_c_6_dot_product_length_14,cmat_mulx_avx,6,14,330,168,Backend,510,183,Backend,704
cmat_mulx_avx_nr_c_6_dot_product_length_15,cmat_mulx_avx,6,15,354,180,Backend,546,197,Backend,759
cmat_mulx_avx_nr_c_6_dot_product_length_16,cmat_mulx_avx,6,16,378,192,Backend,582,209,Backend,814
cmat_mulx_avx_nr_c_6_dot_product_length_17,cmat_mulx_avx,6,17,402,204,Backend,618,223,Backend,877
cmat_mulx_avx_nr_c_6_dot_product_length_18,cmat_mulx_avx,6,18,426,216,Backend,654,238,Backend,931
cmat_mulx_avx_nr_c_6_dot_product_length_19,cmat_mulx_avx,6,19,450,228,Backend,690,251,Backend,986
cmat_mulx_avx_nr_c_6_dot_product_length_20,cmat_mulx_avx,6,20,474,240,Backend,726,264,Backend,1041
cmat_mulx_avx_nr_c_7_dot_product_length_2,cmat_mulx_avx,7,2,49,20,Backend,73,25,Backend,97
cmat_mulx_avx_nr_c_7_dot_product_length_3,cmat_mulx_avx,7,3,77,36,Backend,121,40,Backend,145
cmat_mulx_avx_nr_c_7_dot_product_length_4,cmat_mulx_avx,7,4,105,52,Backend,167,53.37,Backend,192
cmat_mulx_avx_nr_c_7_dot_product_length_5,cmat_mulx_avx,7,5,133,69,Backend,215,69,Backend,240
cmat_mulx_avx_nr_c_7_dot_product_length_6,cmat_mulx_avx,7,6,161,84,Backend,259,85.95,Backend,295
cmat_mulx_avx_nr_c_7_dot_product_length_7,cmat_mulx_avx,7,7,189,98,Backend,301,102.05,Backend,358
cmat_mulx_avx_nr_c_7_dot_product_length_8,cmat_mulx_avx,7,8,217,112,Backend,343,114.95,Backend,421
cmat_mulx_avx_nr_c_7_dot_product_length_9,cmat_mulx_avx,7,9,245,126,Backend,385,130.47,Backend,493
cmat_mulx_avx_nr_c_7_dot_product_length_10,cmat_mulx_avx,7,10,273,140,Backend,427,148.47,Backend,556
cmat_mulx_avx_nr_c_7_dot_product_length_11,cmat_mulx_avx,7,11,301,154,Backend,469,165.05,Backend,619
cmat_mulx_avx_nr_c_7_dot_product_length_12,cmat_mulx_avx,7,12,329,168,Backend,511,179.95,Backend,682
cmat_mulx_avx_nr_c_7_dot_product_length_13,cmat_mulx_avx,7,13,357,182,Backend,553,195.47,Backend,745
cmat_mulx_avx_nr_c_7_dot_product_length_14,cmat_mulx_avx,7,14,385,196,Backend,595,210.47,Backend,808
cmat_mulx_avx_nr_c_7_dot_product_length_15,cmat_mulx_avx,7,15,413,210,Backend,637,226,Backend,871
cmat_mulx_avx_nr_c_7_dot_product_length_16,cmat_mulx_avx,7,16,441,224,Backend,679,242.47,Backend,934
cmat_mulx_avx_nr_c_7_dot_product_length_17,cmat_mulx_avx,7,17,469,238,Backend,721,258,Backend,1006
cmat_mulx_avx_nr_c_7_dot_product_length_18,cmat_mulx_avx,7,18,497,252,Backend,763,274,Backend,1068
cmat_mulx_avx_nr_c_7_dot_product_length_19,cmat_mulx_avx,7,19,525,266,Backend,805,289.47,Backend,1131
cmat_mulx_avx_nr_c_7_dot_product_length_20,cmat_mulx_avx,7,20,553,280,Backend,847,304.47,Backend,1194
cmat_mulx_avx_nr_c_8_dot_product_length_2,cmat_mulx_avx,8,2,56,24.21,Backend,86,28.47,Backend,111
cmat_mulx_avx_nr_c_8_dot_product_length_3,cmat_mulx_avx,8,3,88,42,Backend,140,45,Backend,165
cmat_mulx_avx_nr_c_8_dot_product_length_4,cmat_mulx_avx,8,4,120,60,Backend,192,61,Backend,218
cmat_mulx_avx_nr_c_8_dot_product_length_5,cmat_mulx_avx,8,5,152,79,Backend,246,77,Backend,272
cmat_mulx_avx_nr_c_8_dot_product_length_6,cmat_mulx_avx,8,6,184,96,Backend,296,96,Backend,334
cmat_mulx_avx_nr_c_8_dot_product_length_7,cmat_mulx_avx,8,7,216,112,Backend,344,115,Backend,405
cmat_mulx_avx_nr_c_8_dot_product_length_8,cmat_mulx_avx,8,8,248,128,Backend,392,132,Backend,476
cmat_mulx_avx_nr_c_8_dot_product_length_9,cmat_mulx_avx,8,9,280,144,Backend,440,148,Backend,557
cmat_mulx_avx_nr_c_8_dot_product_length_10,cmat_mulx_avx,8,10,312,160,Backend,488,169,Backend,628
cmat_mulx_avx_nr_c_8_dot_product_length_11,cmat_mulx_avx,8,11,344,176,Backend,536,186,Backend,699
cmat_mulx_avx_nr_c_8_dot_product_length_12,cmat_mulx_avx,8,12,376,192,Backend,584,203,Backend,770
cmat_mulx_avx_nr_c_8_dot_product_length_13,cmat_mulx_avx,8,13,408,208,Backend,632,221,Backend,841
cmat_mulx_avx_nr_c_8_dot_product_length_14,cmat_mulx_avx,8,14,440,224,Backend,680,239,Backend,912
cmat_mulx_avx_nr_c_8_dot_product_length_15,cmat_mulx_avx,8,15,472,240,Backend,728,257,Backend,983
cmat_mulx_avx_nr_c_8_dot_product_length_16,cmat_mulx_avx,8,16,504,256,Backend,776,274,Backend,1054
cmat_mulx_avx_nr_c_8_dot_product_length_17,cmat_mulx_avx,8,17,536,272,Backend,824,291,Backend,1135
cmat_mulx_avx_nr_c_8_dot_product_length_18,cmat_mulx_avx,8,18,568,288,Backend,872,310,Backend,1205
cmat_mulx_avx_nr_c_8_dot_product_length_19,cmat_mulx_avx,8,19,600,304,Backend,920,327,Backend,1276
cmat_mulx_avx_nr_c_8_dot_product_length_20,cmat_mulx_avx,8,20,632,320,Backend,968,345,Backend,1347
cmat_mulx_avx_nr_c_9_dot_product_length_2,cmat_mulx_avx,9,2,63,27.63,Backend,99,32,Backend,125
cmat_mulx_avx_nr_c_9_dot_product_length_3,cmat_mulx_avx,9,3,99,48,Backend,159,51.05,Backend,185
cmat_mulx_avx_nr_c_9_dot_product_length_4,cmat_mulx_avx,9,4,135,68,Backend,217,67.95,Backend,244
cmat_mulx_avx_nr_c_9_dot_product_length_5,cmat_mulx_avx,9,5,171,89,Backend,277,89.05,Backend,304
cmat_mulx_avx_nr_c_9_dot_product_length_6,cmat_mulx_avx,9,6,207,108,Backend,333,107.42,Backend,373
cmat_mulx_avx_nr_c_9_dot_product_length_7,cmat_mulx_avx,9,7,243,126,Backend,387,129.53,Backend,452
cmat_mulx_avx_nr_c_9_dot_product_length_8,cmat_mulx_avx,9,8,279,144,Backend,441,147,Backend,531
cmat_mulx_avx_nr_c_9_dot_product_length_9,cmat_mulx_avx,9,9,315,162,Backend,495,166.58,Backend,621
cmat_mulx_avx_nr_c_9_dot_product_length_10,cmat_mulx_avx,9,10,351,180,Backend,549,188,Backend,700
cmat_mulx_avx_nr_c_9_dot_product_length_11,cmat_mulx_avx,9,11,387,198,Backend,603,207,Backend,779
cmat_mulx_avx_nr_c_9_dot_product_length_12,cmat_mulx_avx,9,12,423,216,Backend,657,226,Backend,858
cmat_mulx_avx_nr_c_9_dot_product_length_13,cmat_mulx_avx,9,13,459,234,Backend,711,245.53,Backend,937
cmat_mulx_avx_nr_c_9_dot_product_length_14,cmat_mulx_avx,9,14,495,252,Backend,765,265.53,Backend,1016
cmat_mulx_avx_nr_c_9_dot_product_length_15,cmat_mulx_avx,9,15,531,270,Backend,819,285.47,Backend,1095
cmat_mulx_avx_nr_c_9_dot_product_length_16,cmat_mulx_avx,9,16,567,288,Backend,873,305.05,Backend,1174
cmat_mulx_avx_nr_c_9_dot_product_length_17,cmat_mulx_avx,9,17,603,306,Backend,927,325.47,Backend,1264
cmat_mulx_avx_nr_c_9_dot_product_length_18,cmat_mulx_avx,9,18,639,324,Backend,981,345,Backend,1342
cmat_mulx_avx_nr_c_9_dot_product_length_19,cmat_mulx_avx,9,19,675,342,Backend,1035,364,Backend,1421
cmat_mulx_avx_nr_c_9_dot_product_length_20,cmat_mulx_avx,9,20,711,360,Backend,1089,383.53,Backend,1500
cmat_mulx_avx_nr_c_10_dot_product_length_2,cmat_mulx_avx,10,2,70,31.11,Backend,112,35.63,Backend,139
cmat_mulx_avx_nr_c_10_dot_product_length_3,cmat_mulx_avx,10,3,110,54,Backend,178,57,Backend,205
cmat_mulx_avx_nr_c_10_dot_product_length_4,cmat_mulx_avx,10,4,150,76,Backend,242,76,Backend,270
cmat_mulx_avx_nr_c_10_dot_product_length_5,cmat_mulx_avx,10,5,190,99,Backend,308,98,Backend,336
cmat_mulx_avx_nr_c_10_dot_product_length_6,cmat_mulx_avx,10,6,230,120,Backend,370,121,Backend,412
cmat_mulx_avx_nr_c_10_dot_product_length_7,cmat_mulx_avx,10,7,270,140,Backend,430,142,Backend,499
cmat_mulx_avx_nr_c_10_dot_product_length_8,cmat_mulx_avx,10,8,310,160,Backend,490,162,Backend,586
cmat_mulx_avx_nr_c_10_dot_product_length_9,cmat_mulx_avx,10,9,350,180,Backend,550,185,Backend,685
cmat_mulx_avx_nr_c_10_dot_product_length_10,cmat_mulx_avx,10,10,390,200,Backend,610,208,Backend,772
cmat_mulx_avx_nr_c_10_dot_product_length_11,cmat_mulx_avx,10,11,430,220,Backend,670,228,Backend,859
cmat_mulx_avx_nr_c_10_dot_product_length_12,cmat_mulx_avx,10,12,470,240,Backend,730,249,Backend,946
cmat_mulx_avx_nr_c_10_dot_product_length_13,cmat_mulx_avx,10,13,510,260,Backend,790,273,Backend,1033
cmat_mulx_avx_nr_c_10_dot_product_length_14,cmat_mulx_avx,10,14,550,280,Backend,850,295,Backend,1120
cmat_mulx_avx_nr_c_10_dot_product_length_15,cmat_mulx_avx,10,15,590,300,Backend,910,315,Backend,1207
cmat_mulx_avx_nr_c_10_dot_product_length_16,cmat_mulx_avx,10,16,630,320,Backend,970,336,Backend,1294
cmat_mulx_avx_nr_c_10_dot_product_length_17,cmat_mulx_avx,10,17,670,340,Backend,1030,360,Backend,1392
cmat_mulx_avx_nr_c_10_dot_product_length_18,cmat_mulx_avx,10,18,710,360,Backend,1090,381,Backend,1479
cmat_mulx_avx_nr_c_10_dot_product_length_19,cmat_mulx_avx,10,19,750,380,Backend,1150,401,Backend,1566
cmat_mulx_avx_nr_c_10_dot_product_length_20,cmat_mulx_avx,10,20,790,400,Backend,1210,423,Backend,1653
cmat_mulx_avx_nr_c_11_dot_product_length_2,cmat_mulx_avx,11,2,77,35,Backend,125,39.53,Backend,153
cmat_mulx_avx_nr_c_11_dot_product_length_3,cmat_mulx_avx,11,3,121,60,Backend,197,62,Backend,225
cmat_mulx_avx_nr_c_11_dot_product_length_4,cmat_mulx_avx,11,4,165,84,Backend,267,83.53,Backend,296
cmat_mulx_avx_nr_c_11_dot_product_length_5,cmat_mulx_avx,11,5,209,109,Backend,339,105.53,Backend,368
cmat_mulx_avx_nr_c_11_dot_product_length_6,cmat_mulx_avx,11,6,253,132,Backend,407,130.47,Backend,451
cmat_mulx_avx_nr_c_11_dot_product_length_7,cmat_mulx_avx,11,7,297,154,Backend,473,156.53,Backend,546
cmat_mulx_avx_nr_c_11_dot_product_length_8,cmat_mulx_avx,11,8,341,176,Backend,539,178.53,Backend,641
cmat_mulx_avx_nr_c_11_dot_product_length_9,cmat_mulx_avx,11,9,385,198,Backend,605,203,Backend,749
cmat_mulx_avx_nr_c_11_dot_product_length_10,cmat_mulx_avx,11,10,429,220,Backend,671,227.53,Backend,844
cmat_mulx_avx_nr_c_11_dot_product_length_11,cmat_mulx_avx,11,11,473,242,Backend,737,249.53,Backend,939
cmat_mulx_avx_nr_c_11_dot_product_length_12,cmat_mulx_avx,11,12,517,264,Backend,803,274.47,Backend,1034
cmat_mulx_avx_nr_c_11_dot_product_length_13,cmat_mulx_avx,11,13,561,286,Backend,869,298,Backend,1129
cmat_mulx_avx_nr_c_11_dot_product_length_14,cmat_mulx_avx,11,14,605,308,Backend,935,320.47,Backend,1224
cmat_mulx_avx_nr_c_11_dot_product_length_15,cmat_mulx_avx,11,15,649,330,Backend,1001,346,Backend,1319
cmat_mulx_avx_nr_c_11_dot_product_length_16,cmat_mulx_avx,11,16,693,352,Backend,1067,368.47,Backend,1414
cmat_mulx_avx_nr_c_11_dot_product_length_17,cmat_mulx_avx,11,17,737,374,Backend,1133,392.53,Backend,1521
cmat_mulx_avx_nr_c_11_dot_product_length_18,cmat_mulx_avx,11,18,781,396,Backend,1199,417,Backend,1616
cmat_mulx_avx_nr_c_11_dot_product_length_19,cmat_mulx_avx,11,19,825,418,Backend,1265,438.47,Backend,1711
cmat_mulx_avx_nr_c_11_dot_product_length_20,cmat_mulx_avx,11,20,869,440,Backend,1331,463.53,Backend,1806
cmat_mulx_avx_nr_c_12_dot_product_length_2,cmat_mulx_avx,12,2,84,39,Backend,138,43,Backend,167
cmat_mulx_avx_nr_c_12_dot_product_length_3,cmat_mulx_avx,12,3,132,66,Backend,216,67,Backend,245
cmat_mulx_avx_nr_c_12_dot_product_length_4,cmat_mulx_avx,12,4,180,92,Backend,292,91,Backend,322
cmat_mulx_avx_nr_c_12_dot_product_length_5,cmat_mulx_avx,12,5,228,119,Backend,370,118,Backend,400
cmat_mulx_avx_nr_c_12_dot_product_length_6,cmat_mulx_avx,12,6,276,144,Backend,444,144,Backend,490
cmat_mulx_avx_nr_c_12_dot_product_length_7,cmat_mulx_avx,12,7,324,168,Backend,516,169,Backend,593
cmat_mulx_avx_nr_c_12_dot_product_length_8,cmat_mulx_avx,12,8,372,192,Backend,588,194,Backend,696
cmat_mulx_avx_nr_c_12_dot_product_length_9,cmat_mulx_avx,12,9,420,216,Backend,660,219,Backend,813
cmat_mulx_avx_nr_c_12_dot_product_length_10,cmat_mulx_avx,12,10,468,240,Backend,732,246,Backend,916
cmat_mulx_avx_nr_c_12_dot_product_length_11,cmat_mulx_avx,12,11,516,264,Backend,804,271,Backend,1019
cmat_mulx_avx_nr_c_12_dot_product_length_12,cmat_mulx_avx,12,12,564,288,Backend,876,299,Backend,1122
cmat_mulx_avx_nr_c_12_dot_product_length_13,cmat_mulx_avx,12,13,612,312,Backend,948,322,Backend,1225
cmat_mulx_avx_nr_c_12_dot_product_length_14,cmat_mulx_avx,12,14,660,336,Backend,1020,350,Backend,1328
cmat_mulx_avx_nr_c_12_dot_product_length_15,cmat_mulx_avx,12,15,708,360,Backend,1092,373,Backend,1431
cmat_mulx_avx_nr_c_12_dot_product_length_16,cmat_mulx_avx,12,16,756,384,Backend,1164,400,Backend,1534
cmat_mulx_avx_nr_c_12_dot_product_length_17,cmat_mulx_avx,12,17,804,408,Backend,1236,425,Backend,1650
cmat_mulx_avx_nr_c_12_dot_product_length_18,cmat_mulx_avx,12,18,852,432,Backend,1308,452,Backend,1753
cmat_mulx_avx_nr_c_12_dot_product_length_19,cmat_mulx_avx,12,19,900,456,Backend,1380,477,Backend,1856
cmat_mulx_avx_nr_c_12_dot_product_length_20,cmat_mulx_avx,12,20,948,480,Backend,1452,503,Backend,1959
cmat_mulx_avx_nr_c_13_dot_product_length_2,cmat_mulx_avx,13,2,91,43,Backend,151,46.53,Backend,181
cmat_mulx_avx_nr_c_13_dot_product_length_3,cmat_mulx_avx,13,3,143,72,Backend,235,73,Backend,265
cmat_mulx_avx_nr_c_13_dot_product_length_4,cmat_mulx_avx,13,4,195,100,Backend,317,97.95,Backend,348
cmat_mulx_avx_nr_c_13_dot_product_length_5,cmat_mulx_avx,13,5,247,129,Backend,401,126.47,Backend,432
cmat_mulx_avx_nr_c_13_dot_product_length_6,cmat_mulx_avx,13,6,299,156,Backend,481,154,Backend,529
cmat_mulx_avx_nr_c_13_dot_product_length_7,cmat_mulx_avx,13,7,351,182,Backend,559,184.11,Backend,640
cmat_mulx_avx_nr_c_13_dot_product_length_8,cmat_mulx_avx,13,8,403,208,Backend,637,207.53,Backend,751
cmat_mulx_avx_nr_c_13_dot_product_length_9,cmat_mulx_avx,13,9,455,234,Backend,715,235.53,Backend,877
cmat_mulx_avx_nr_c_13_dot_product_length_10,cmat_mulx_avx,13,10,507,260,Backend,793,266,Backend,988
cmat_mulx_avx_nr_c_13_dot_product_length_11,cmat_mulx_avx,13,11,559,286,Backend,871,293.05,Backend,1099
cmat_mulx_avx_nr_c_13_dot_product_length_12,cmat_mulx_avx,13,12,611,312,Backend,949,320.47,Backend,1210
cmat_mulx_avx_nr_c_13_dot_product_length_13,cmat_mulx_avx,13,13,663,338,Backend,1027,349.47,Backend,1321
cmat_mulx_avx_nr_c_13_dot_product_length_14,cmat_mulx_avx,13,14,715,364,Backend,1105,376,Backend,1432
cmat_mulx_avx_nr_c_13_dot_product_length_15,cmat_mulx_avx,13,15,767,390,Backend,1183,405.47,Backend,1543
cmat_mulx_avx_nr_c_13_dot_product_length_16,cmat_mulx_avx,13,16,819,416,Backend,1261,430,Backend,1654
cmat_mulx_avx_nr_c_13_dot_product_length_17,cmat_mulx_avx,13,17,871,442,Backend,1339,459,Backend,1779
