Row,multiply_type,nr_c,dot_product_length,num_vfops,load_left_block_throughput,load_left_throughput_bottlenck,load_left_num_uops,operate_block_throughput,operate_throughput_bottlenck,operate_num_uops
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_7,cmat_mulx_avx_accumulate,10,7,270,138,Backend,426,138,Backend,461
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_8,cmat_mulx_avx_accumulate,10,8,310,158,Backend,486,157,Backend,524
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_9,cmat_mulx_avx_accumulate,10,9,350,178,Backend,546,177,Backend,587
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_10,cmat_mulx_avx_accumulate,10,10,390,198,Backend,606,197,Backend,650
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_11,cmat_mulx_avx_accumulate,10,11,430,218,Backend,666,217,Backend,713
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_12,cmat_mulx_avx_accumulate,10,12,470,238,Backend,726,237,Backend,776
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_13,cmat_mulx_avx_accumulate,10,13,510,258,Backend,786,257,Backend,839
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_14,cmat_mulx_avx_accumulate,10,14,550,278,Backend,846,277,Backend,902
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_15,cmat_mulx_avx_accumulate,10,15,590,298,Backend,906,297,Backend,965
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_16,cmat_mulx_avx_accumulate,10,16,630,318,Backend,966,317,Backend,1028
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_17,cmat_mulx_avx_accumulate,10,17,670,338,Backend,1026,337,Backend,1091
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_18,cmat_mulx_avx_accumulate,10,18,710,358,Backend,1086,357,Backend,1154
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_19,cmat_mulx_avx_accumulate,10,19,750,378,Backend,1146,377,Backend,1217
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_20,cmat_mulx_avx_accumulate,10,20,790,398,Backend,1206,397,Backend,1280
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_2,cmat_mulx_avx_accumulate,11,2,77,43,Backend,141,41.74,Backend,161
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_3,cmat_mulx_avx_accumulate,11,3,121,65,Backend,207,64.53,Backend,230
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_4,cmat_mulx_avx_accumulate,11,4,165,87,Backend,273,86.53,Backend,299
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_5,cmat_mulx_avx_accumulate,11,5,209,109,Backend,339,108.58,Backend,368
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_6,cmat_mulx_avx_accumulate,11,6,253,131,Backend,405,129.53,Backend,437
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_7,cmat_mulx_avx_accumulate,11,7,297,153,Backend,471,152.53,Backend,506
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_8,cmat_mulx_avx_accumulate,11,8,341,175,Backend,537,174.53,Backend,575
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_9,cmat_mulx_avx_accumulate,11,9,385,197,Backend,603,195.95,Backend,644
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_10,cmat_mulx_avx_accumulate,11,10,429,219,Backend,669,217.95,Backend,713
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_11,cmat_mulx_avx_accumulate,11,11,473,241,Backend,735,239.95,Backend,782
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_12,cmat_mulx_avx_accumulate,11,12,517,263,Backend,801,261.95,Backend,851
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_13,cmat_mulx_avx_accumulate,11,13,561,285,Backend,867,283.95,Backend,920
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_14,cmat_mulx_avx_accumulate,11,14,605,307,Backend,933,305.95,Backend,989
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_15,cmat_mulx_avx_accumulate,11,15,649,329,Backend,999,327.95,Backend,1058
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_16,cmat_mulx_avx_accumulate,11,16,693,351,Backend,1065,349.95,Backend,1127
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_17,cmat_mulx_avx_accumulate,11,17,737,373,Backend,1131,371.95,Backend,1196
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_18,cmat_mulx_avx_accumulate,11,18,781,395,Backend,1197,393.95,Backend,1265
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_19,cmat_mulx_avx_accumulate,11,19,825,417,Backend,1263,415.95,Backend,1334
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_20,cmat_mulx_avx_accumulate,11,20,869,439,Backend,1329,437.95,Backend,1403
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_2,cmat_mulx_avx_accumulate,12,2,84,48,Backend,156,46,Backend,176
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_3,cmat_mulx_avx_accumulate,12,3,132,72,Backend,228,70,Backend,251
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_4,cmat_mulx_avx_accumulate,12,4,180,96,Backend,300,95,Backend,326
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_5,cmat_mulx_avx_accumulate,12,5,228,120,Backend,372,120,Backend,401
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_6,cmat_mulx_avx_accumulate,12,6,276,144,Backend,444,143,Backend,476
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_7,cmat_mulx_avx_accumulate,12,7,324,168,Backend,516,167,Backend,551
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_8,cmat_mulx_avx_accumulate,12,8,372,192,Backend,588,191,Backend,626
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_9,cmat_mulx_avx_accumulate,12,9,420,216,Backend,660,214,Backend,701
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_10,cmat_mulx_avx_accumulate,12,10,468,240,Backend,732,238,Backend,776
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_11,cmat_mulx_avx_accumulate,12,11,516,264,Backend,804,262,Backend,851
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_12,cmat_mulx_avx_accumulate,12,12,564,288,Backend,876,286,Backend,926
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_13,cmat_mulx_avx_accumulate,12,13,612,312,Backend,948,310,Backend,1001
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_14,cmat_mulx_avx_accumulate,12,14,660,336,Backend,1020,334,Backend,1076
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_15,cmat_mulx_avx_accumulate,12,15,708,360,Backend,1092,359,Backend,1151
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_16,cmat_mulx_avx_accumulate,12,16,756,384,Backend,1164,383,Backend,1226
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_17,cmat_mulx_avx_accumulate,12,17,804,408,Backend,1236,407,Backend,1301
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_18,cmat_mulx_avx_accumulate,12,18,852,432,Backend,1308,430,Backend,1376
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_19,cmat_mulx_avx_accumulate,12,19,900,456,Backend,1380,454,Backend,1451
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_20,cmat_mulx_avx_accumulate,12,20,948,480,Backend,1452,479,Backend,1526
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_2,cmat_mulx_avx_accumulate,13,2,91,52,Backend,169,51.11,Backend,193
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_3,cmat_mulx_avx_accumulate,13,3,143,78,Backend,247,78.53,Backend,277
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_4,cmat_mulx_avx_accumulate,13,4,195,104,Backend,325,104.53,Backend,361
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_5,cmat_mulx_avx_accumulate,13,5,247,130,Backend,403,129.53,Backend,445
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_6,cmat_mulx_avx_accumulate,13,6,299,156,Backend,481,155.53,Backend,529
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_7,cmat_mulx_avx_accumulate,13,7,351,182,Backend,559,182.53,Backend,613
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_8,cmat_mulx_avx_accumulate,13,8,403,208,Backend,637,208.53,Backend,697
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_9,cmat_mulx_avx_accumulate,13,9,455,234,Backend,715,234.53,Backend,781
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_10,cmat_mulx_avx_accumulate,13,10,507,260,Backend,793,260.53,Backend,865
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_11,cmat_mulx_avx_accumulate,13,11,559,286,Backend,871,286.53,Backend,949
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_12,cmat_mulx_avx_accumulate,13,12,611,312,Backend,949,312.53,Backend,1033
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_13,cmat_mulx_avx_accumulate,13,13,663,338,Backend,1027,338.53,Backend,1117
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_14,cmat_mulx_avx_accumulate,13,14,715,364,Backend,1105,364.53,Backend,1201
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_15,cmat_mulx_avx_accumulate,13,15,767,390,Backend,1183,390.53,Backend,1285
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_16,cmat_mulx_avx_accumulate,13,16,819,416,Backend,1261,415.53,Backend,1369
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_17,cmat_mulx_avx_accumulate,13,17,871,442,Backend,1339,441.53,Backend,1453
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_18,cmat_mulx_avx_accumulate,13,18,923,468,Backend,1417,468.53,Backend,1537
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_19,cmat_mulx_avx_accumulate,13,19,975,494,Backend,1495,494.53,Backend,1621
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_20,cmat_mulx_avx_accumulate,13,20,1027,520,Backend,1573,520.53,Backend,1705
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_2,cmat_mulx_avx_accumulate,14,2,98,56,Backend,182,56,Backend,210
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_3,cmat_mulx_avx_accumulate,14,3,154,84,Backend,266,85,Backend,303
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_4,cmat_mulx_avx_accumulate,14,4,210,112,Backend,350,113,Backend,396
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_5,cmat_mulx_avx_accumulate,14,5,266,140,Backend,434,141,Backend,489
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_6,cmat_mulx_avx_accumulate,14,6,322,168,Backend,518,169,Backend,582
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_7,cmat_mulx_avx_accumulate,14,7,378,196,Backend,602,197,Backend,675
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_8,cmat_mulx_avx_accumulate,14,8,434,224,Backend,686,225,Backend,768
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_9,cmat_mulx_avx_accumulate,14,9,490,252,Backend,770,253,Backend,861
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_10,cmat_mulx_avx_accumulate,14,10,546,280,Backend,854,281,Backend,954
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_11,cmat_mulx_avx_accumulate,14,11,602,308,Backend,938,309,Backend,1047
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_12,cmat_mulx_avx_accumulate,14,12,658,336,Backend,1022,337,Backend,1140
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_13,cmat_mulx_avx_accumulate,14,13,714,364,Backend,1106,365,Backend,1233
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_14,cmat_mulx_avx_accumulate,14,14,770,392,Backend,1190,393,Backend,1326
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_15,cmat_mulx_avx_accumulate,14,15,826,420,Backend,1274,421,Backend,1419
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_16,cmat_mulx_avx_accumulate,14,16,882,448,Backend,1358,449,Backend,1512
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_17,cmat_mulx_avx_accumulate,14,17,938,476,Backend,1442,477,Backend,1605
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_18,cmat_mulx_avx_accumulate,14,18,994,504,Backend,1526,505,Backend,1698
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_19,cmat_mulx_avx_accumulate,14,19,1050,532,Backend,1610,533,Backend,1791
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_20,cmat_mulx_avx_accumulate,14,20,1106,560,Backend,1694,561,Backend,1884
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_2,cmat_mulx_avx_accumulate,15,2,105,60,Backend,195,60.42,Backend,227
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_3,cmat_mulx_avx_accumulate,15,3,165,90,Backend,285,90.58,Backend,329
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_4,cmat_mulx_avx_accumulate,15,4,225,120,Backend,375,120,Backend,431
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_5,cmat_mulx_avx_accumulate,15,5,285,150,Backend,465,150.53,Backend,533
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_6,cmat_mulx_avx_accumulate,15,6,345,180,Backend,555,179.53,Backend,635
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_7,cmat_mulx_avx_accumulate,15,7,405,210,Backend,645,210.05,Backend,737
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_8,cmat_mulx_avx_accumulate,15,8,465,240,Backend,735,239.53,Backend,839
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_9,cmat_mulx_avx_accumulate,15,9,525,270,Backend,825,270.53,Backend,941
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_10,cmat_mulx_avx_accumulate,15,10,585,300,Backend,915,300.58,Backend,1043
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_11,cmat_mulx_avx_accumulate,15,11,645,330,Backend,1005,330.05,Backend,1145
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_12,cmat_mulx_avx_accumulate,15,12,705,360,Backend,1095,359.53,Backend,1247
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_13,cmat_mulx_avx_accumulate,15,13,765,390,Backend,1185,390,Backend,1349
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_14,cmat_mulx_avx_accumulate,15,14,825,420,Backend,1275,420.05,Backend,1451
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_15,cmat_mulx_avx_accumulate,15,15,885,450,Backend,1365,450.53,Backend,1553
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_16,cmat_mulx_avx_accumulate,15,16,945,480,Backend,1455,480.53,Backend,1655
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_17,cmat_mulx_avx_accumulate,15,17,1005,510,Backend,1545,510.58,Backend,1757
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_18,cmat_mulx_avx_accumulate,15,18,1065,540,Backend,1635,540.05,Backend,1859
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_19,cmat_mulx_avx_accumulate,15,19,1125,570,Backend,1725,569.53,Backend,1961
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_20,cmat_mulx_avx_accumulate,15,20,1185,600,Backend,1815,600,Backend,2063
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_2,cmat_mulx_avx_accumulate,16,2,112,64,Backend,208,62,Backend,244
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_3,cmat_mulx_avx_accumulate,16,3,176,96,Backend,304,98,Backend,355
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_4,cmat_mulx_avx_accumulate,16,4,240,128,Backend,400,130,Backend,466
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_5,cmat_mulx_avx_accumulate,16,5,304,160,Backend,496,161,Backend,577
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_6,cmat_mulx_avx_accumulate,16,6,368,192,Backend,592,195,Backend,688
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_7,cmat_mulx_avx_accumulate,16,7,432,224,Backend,688,226,Backend,799
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_8,cmat_mulx_avx_accumulate,16,8,496,256,Backend,784,258,Backend,910
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_9,cmat_mulx_avx_accumulate,16,9,560,288,Backend,880,290,Backend,1021
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_10,cmat_mulx_avx_accumulate,16,10,624,320,Backend,976,322,Backend,1132
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_11,cmat_mulx_avx_accumulate,16,11,688,352,Backend,1072,354,Backend,1243
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_12,cmat_mulx_avx_accumulate,16,12,752,384,Backend,1168,386,Backend,1354
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_13,cmat_mulx_avx_accumulate,16,13,816,416,Backend,1264,419,Backend,1465
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_14,cmat_mulx_avx_accumulate,16,14,880,448,Backend,1360,450,Backend,1576
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_15,cmat_mulx_avx_accumulate,16,15,944,480,Backend,1456,482,Backend,1687
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_16,cmat_mulx_avx_accumulate,16,16,1008,512,Backend,1552,514,Backend,1798
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_17,cmat_mulx_avx_accumulate,16,17,1072,544,Backend,1648,547,Backend,1909
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_18,cmat_mulx_avx_accumulate,16,18,1136,576,Backend,1744,578,Backend,2020
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_19,cmat_mulx_avx_accumulate,16,19,1200,608,Backend,1840,610,Backend,2131
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_20,cmat_mulx_avx_accumulate,16,20,1264,640,Backend,1936,643,Backend,2242
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_2,cmat_mulx_avx_accumulate,17,2,119,68,Backend,221,69.26,Backend,261
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_3,cmat_mulx_avx_accumulate,17,3,187,102,Backend,323,102.53,Backend,381
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_4,cmat_mulx_avx_accumulate,17,4,255,136,Backend,425,135.53,Backend,501
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_5,cmat_mulx_avx_accumulate,17,5,323,170,Backend,527,170.53,Backend,621
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_6,cmat_mulx_avx_accumulate,17,6,391,204,Backend,629,204.53,Backend,741
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_7,cmat_mulx_avx_accumulate,17,7,459,238,Backend,731,238.53,Backend,861
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_8,cmat_mulx_avx_accumulate,17,8,527,272,Backend,833,273.53,Backend,981
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_9,cmat_mulx_avx_accumulate,17,9,595,306,Backend,935,306.53,Backend,1101
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_10,cmat_mulx_avx_accumulate,17,10,663,340,Backend,1037,341.53,Backend,1221
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_11,cmat_mulx_avx_accumulate,17,11,731,374,Backend,1139,375.53,Backend,1341
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_12,cmat_mulx_avx_accumulate,17,12,799,408,Backend,1241,407.53,Backend,1461
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_13,cmat_mulx_avx_accumulate,17,13,867,442,Backend,1343,442.53,Backend,1581
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_14,cmat_mulx_avx_accumulate,17,14,935,476,Backend,1445,476.53,Backend,1701
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_15,cmat_mulx_avx_accumulate,17,15,1003,510,Backend,1547,510.53,Backend,1821
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_16,cmat_mulx_avx_accumulate,17,16,1071,544,Backend,1649,545.53,Backend,1941
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_17,cmat_mulx_avx_accumulate,17,17,1139,578,Backend,1751,578.53,Backend,2061
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_18,cmat_mulx_avx_accumulate,17,18,1207,612,Backend,1853,613.53,Backend,2181
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_19,cmat_mulx_avx_accumulate,17,19,1275,646,Backend,1955,647.53,Backend,2301
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_20,cmat_mulx_avx_accumulate,17,20,1343,680,Backend,2057,679.53,Backend,2421
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_2,cmat_mulx_avx_accumulate,18,2,126,72,Backend,234,74,Backend,278
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_3,cmat_mulx_avx_accumulate,18,3,198,108,Backend,342,109,Backend,407
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_4,cmat_mulx_avx_accumulate,18,4,270,144,Backend,450,147,Backend,536
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_5,cmat_mulx_avx_accumulate,18,5,342,180,Backend,558,183,Backend,665
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_6,cmat_mulx_avx_accumulate,18,6,414,216,Backend,666,219,Backend,794
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_7,cmat_mulx_avx_accumulate,18,7,486,252,Backend,774,255,Backend,923
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_8,cmat_mulx_avx_accumulate,18,8,558,288,Backend,882,291,Backend,1052
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_9,cmat_mulx_avx_accumulate,18,9,630,324,Backend,990,327,Backend,1181
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_10,cmat_mulx_avx_accumulate,18,10,702,360,Backend,1098,363,Backend,1310
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_11,cmat_mulx_avx_accumulate,18,11,774,396,Backend,1206,399,Backend,1439
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_12,cmat_mulx_avx_accumulate,18,12,846,432,Backend,1314,435,Backend,1568
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_13,cmat_mulx_avx_accumulate,18,13,918,468,Backend,1422,471,Backend,1697
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_14,cmat_mulx_avx_accumulate,18,14,990,504,Backend,1530,507,Backend,1826
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_15,cmat_mulx_avx_accumulate,18,15,1062,540,Backend,1638,543,Backend,1955
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_16,cmat_mulx_avx_accumulate,18,16,1134,576,Backend,1746,579,Backend,2084
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_17,cmat_mulx_avx_accumulate,18,17,1206,612,Backend,1854,615,Backend,2213
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_18,cmat_mulx_avx_accumulate,18,18,1278,648,Backend,1962,651,Backend,2342
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_19,cmat_mulx_avx_accumulate,18,19,1350,684,Backend,2070,687,Backend,2471
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_20,cmat_mulx_avx_accumulate,18,20,1422,720,Backend,2178,723,Backend,2600
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_2,cmat_mulx_avx_accumulate,19,2,133,76,Backend,247,76.05,Backend,295
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_3,cmat_mulx_avx_accumulate,19,3,209,114,Backend,361,115.05,Backend,433
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_4,cmat_mulx_avx_accumulate,19,4,285,152,Backend,475,152.53,Backend,571
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_5,cmat_mulx_avx_accumulate,19,5,361,190,Backend,589,190.53,Backend,709
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_6,cmat_mulx_avx_accumulate,19,6,437,228,Backend,703,229,Backend,847
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_7,cmat_mulx_avx_accumulate,19,7,513,266,Backend,817,266.53,Backend,985
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_8,cmat_mulx_avx_accumulate,19,8,589,304,Backend,931,306.53,Backend,1123
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_9,cmat_mulx_avx_accumulate,19,9,665,342,Backend,1045,343.53,Backend,1261
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_10,cmat_mulx_avx_accumulate,19,10,741,380,Backend,1159,382.53,Backend,1399
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_11,cmat_mulx_avx_accumulate,19,11,817,418,Backend,1273,419.53,Backend,1537
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_12,cmat_mulx_avx_accumulate,19,12,893,456,Backend,1387,456.53,Backend,1675
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_13,cmat_mulx_avx_accumulate,19,13,969,494,Backend,1501,494.53,Backend,1813
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_14,cmat_mulx_avx_accumulate,19,14,1045,532,Backend,1615,534.53,Backend,1951
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_15,cmat_mulx_avx_accumulate,19,15,1121,570,Backend,1729,570.53,Backend,2089
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_16,cmat_mulx_avx_accumulate,19,16,1197,608,Backend,1843,610.53,Backend,2227
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_17,cmat_mulx_avx_accumulate,19,17,1273,646,Backend,1957,647.53,Backend,2365
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_18,cmat_mulx_avx_accumulate,19,18,1349,684,Backend,2071,686.53,Backend,2503
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_19,cmat_mulx_avx_accumulate,19,19,1425,722,Backend,2185,724.53,Backend,2641
cmat_mulx_avx_accumulate_nr_c_19_dot_product_length_20,cmat_mulx_avx_accumulate,19,20,1501,760,Backend,2299,761.53,Backend,2779
cmat_mulx_avx_accumulate_nr_c_20_dot_product_length_2,cmat_mulx_avx_accumulate,20,2,140,80,Backend,260,79,Backend,312
cmat_mulx_avx_accumulate_nr_c_20_dot_product_length_3,cmat_mulx_avx_accumulate,20,3,220,120,Backend,380,123,Backend,459
cmat_mulx_avx_accumulate_nr_c_20_dot_product_length_4,cmat_mulx_avx_accumulate,20,4,300,160,Backend,500,164,Backend,606
cmat_mulx_avx_accumulate_nr_c_20_dot_product_length_5,cmat_mulx_avx_accumulate,20,5,380,200,Backend,620,205,Backend,753
cmat_mulx_avx_accumulate_nr_c_20_dot_product_length_6,cmat_mulx_avx_accumulate,20,6,460,240,Backend,740,243,Backend,900
cmat_mulx_avx_accumulate_nr_c_20_dot_product_length_7,cmat_mulx_avx_accumulate,20,7,540,280,Backend,860,284,Backend,1047
cmat_mulx_avx_accumulate_nr_c_20_dot_product_length_8,cmat_mulx_avx_accumulate,20,8,620,320,Backend,980,324,Backend,1194
