Row,multiply_type,nr_c,dot_product_length,num_vfops,load_left_block_throughput,load_left_throughput_bottlenck,load_left_num_uops,operate_block_throughput,operate_throughput_bottlenck,operate_num_uops
cmat_mulx_avx_accumulate_nr_c_8_dot_product_length_16,cmat_mulx_avx_accumulate,8,16,504,304,Backend,776,340,Backend,1161
cmat_mulx_avx_accumulate_nr_c_8_dot_product_length_17,cmat_mulx_avx_accumulate,8,17,536,296,Backend,824,364,Backend,1236
cmat_mulx_avx_accumulate_nr_c_8_dot_product_length_18,cmat_mulx_avx_accumulate,8,18,568,312,Backend,872,387,Backend,1311
cmat_mulx_avx_accumulate_nr_c_8_dot_product_length_19,cmat_mulx_avx_accumulate,8,19,600,328,Backend,920,413,Backend,1386
cmat_mulx_avx_accumulate_nr_c_8_dot_product_length_20,cmat_mulx_avx_accumulate,8,20,632,344,Backend,968,437,Backend,1461
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_2,cmat_mulx_avx_accumulate,9,2,63,39,Backend,111,34.74,Backend,131
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_3,cmat_mulx_avx_accumulate,9,3,99,58.53,Backend,171,53.47,Backend,209
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_4,cmat_mulx_avx_accumulate,9,4,135,76.53,Backend,225,75,Backend,293
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_5,cmat_mulx_avx_accumulate,9,5,171,94.53,Backend,279,100.05,Backend,380
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_6,cmat_mulx_avx_accumulate,9,6,207,116,Backend,333,122,Backend,464
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_7,cmat_mulx_avx_accumulate,9,7,243,142,Backend,387,145.47,Backend,548
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_8,cmat_mulx_avx_accumulate,9,8,279,165,Backend,441,172.05,Backend,632
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_9,cmat_mulx_avx_accumulate,9,9,315,192,Backend,495,197.95,Backend,716
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_10,cmat_mulx_avx_accumulate,9,10,351,210,Backend,549,225.05,Backend,800
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_11,cmat_mulx_avx_accumulate,9,11,387,228,Backend,603,251.95,Backend,884
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_12,cmat_mulx_avx_accumulate,9,12,423,246,Backend,657,278.58,Backend,968
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_13,cmat_mulx_avx_accumulate,9,13,459,264,Backend,711,304.47,Backend,1052
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_14,cmat_mulx_avx_accumulate,9,14,495,282,Backend,765,331.53,Backend,1136
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_15,cmat_mulx_avx_accumulate,9,15,531,300,Backend,819,358.47,Backend,1220
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_16,cmat_mulx_avx_accumulate,9,16,567,342,Backend,873,386.05,Backend,1304
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_17,cmat_mulx_avx_accumulate,9,17,603,336,Backend,927,414.53,Backend,1388
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_18,cmat_mulx_avx_accumulate,9,18,639,354,Backend,981,441.47,Backend,1472
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_19,cmat_mulx_avx_accumulate,9,19,675,372,Backend,1035,467.47,Backend,1556
cmat_mulx_avx_accumulate_nr_c_9_dot_product_length_20,cmat_mulx_avx_accumulate,9,20,711,390,Backend,1089,496.47,Backend,1640
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_2,cmat_mulx_avx_accumulate,10,2,70,44,Backend,126,38,Backend,146
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_3,cmat_mulx_avx_accumulate,10,3,110,65,Backend,190,61,Backend,235
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_4,cmat_mulx_avx_accumulate,10,4,150,85,Backend,250,84.47,Backend,328
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_5,cmat_mulx_avx_accumulate,10,5,190,105,Backend,310,115,Backend,424
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_6,cmat_mulx_avx_accumulate,10,6,230,129,Backend,370,142,Backend,517
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_7,cmat_mulx_avx_accumulate,10,7,270,158,Backend,430,171,Backend,610
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_8,cmat_mulx_avx_accumulate,10,8,310,183.53,Backend,490,201,Backend,703
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_9,cmat_mulx_avx_accumulate,10,9,350,210,Backend,550,229,Backend,796
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_10,cmat_mulx_avx_accumulate,10,10,390,230,Backend,610,260,Backend,889
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_11,cmat_mulx_avx_accumulate,10,11,430,250,Backend,670,288,Backend,982
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_12,cmat_mulx_avx_accumulate,10,12,470,270,Backend,730,317,Backend,1075
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_13,cmat_mulx_avx_accumulate,10,13,510,290,Backend,790,347,Backend,1168
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_14,cmat_mulx_avx_accumulate,10,14,550,310,Backend,850,377,Backend,1261
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_15,cmat_mulx_avx_accumulate,10,15,590,330,Backend,910,407,Backend,1354
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_16,cmat_mulx_avx_accumulate,10,16,630,380,Backend,970,437,Backend,1447
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_17,cmat_mulx_avx_accumulate,10,17,670,370,Backend,1030,468,Backend,1540
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_18,cmat_mulx_avx_accumulate,10,18,710,390,Backend,1090,498,Backend,1633
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_19,cmat_mulx_avx_accumulate,10,19,750,410,Backend,1150,528,Backend,1726
cmat_mulx_avx_accumulate_nr_c_10_dot_product_length_20,cmat_mulx_avx_accumulate,10,20,790,430,Backend,1210,559,Backend,1819
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_2,cmat_mulx_avx_accumulate,11,2,77,49,Backend,141,41.58,Backend,161
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_3,cmat_mulx_avx_accumulate,11,3,121,71.47,Backend,209,67.95,Backend,261
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_4,cmat_mulx_avx_accumulate,11,4,165,93.53,Backend,275,95.53,Backend,363
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_5,cmat_mulx_avx_accumulate,11,5,209,115.53,Backend,341,124.95,Backend,468
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_6,cmat_mulx_avx_accumulate,11,6,253,142,Backend,407,156.42,Backend,570
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_7,cmat_mulx_avx_accumulate,11,7,297,174,Backend,473,187.95,Backend,672
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_8,cmat_mulx_avx_accumulate,11,8,341,201.47,Backend,539,219.53,Backend,774
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_9,cmat_mulx_avx_accumulate,11,9,385,234,Backend,605,250.95,Backend,876
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_10,cmat_mulx_avx_accumulate,11,10,429,256,Backend,671,284.53,Backend,978
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_11,cmat_mulx_avx_accumulate,11,11,473,278,Backend,737,315.89,Backend,1080
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_12,cmat_mulx_avx_accumulate,11,12,517,300,Backend,803,349.58,Backend,1182
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_13,cmat_mulx_avx_accumulate,11,13,561,322,Backend,869,381.95,Backend,1284
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_14,cmat_mulx_avx_accumulate,11,14,605,344,Backend,935,414.95,Backend,1386
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_15,cmat_mulx_avx_accumulate,11,15,649,366,Backend,1001,449.05,Backend,1488
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_16,cmat_mulx_avx_accumulate,11,16,693,418,Backend,1067,481.47,Backend,1590
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_17,cmat_mulx_avx_accumulate,11,17,737,410,Backend,1133,514.58,Backend,1692
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_18,cmat_mulx_avx_accumulate,11,18,781,432,Backend,1199,547.58,Backend,1794
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_19,cmat_mulx_avx_accumulate,11,19,825,454,Backend,1265,582.58,Backend,1896
cmat_mulx_avx_accumulate_nr_c_11_dot_product_length_20,cmat_mulx_avx_accumulate,11,20,869,476,Backend,1331,614.84,Backend,1998
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_2,cmat_mulx_avx_accumulate,12,2,84,54,Backend,156,46,Backend,176
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_3,cmat_mulx_avx_accumulate,12,3,132,78,Backend,228,75,Backend,287
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_4,cmat_mulx_avx_accumulate,12,4,180,102,Backend,300,102,Backend,398
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_5,cmat_mulx_avx_accumulate,12,5,228,126,Backend,372,135,Backend,512
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_6,cmat_mulx_avx_accumulate,12,6,276,155,Backend,444,168,Backend,623
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_7,cmat_mulx_avx_accumulate,12,7,324,190,Backend,516,204,Backend,734
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_8,cmat_mulx_avx_accumulate,12,8,372,220,Backend,588,239,Backend,845
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_9,cmat_mulx_avx_accumulate,12,9,420,252,Backend,660,276,Backend,956
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_10,cmat_mulx_avx_accumulate,12,10,468,276,Backend,732,311,Backend,1067
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_11,cmat_mulx_avx_accumulate,12,11,516,300,Backend,804,346,Backend,1178
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_12,cmat_mulx_avx_accumulate,12,12,564,324,Backend,876,380,Backend,1289
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_13,cmat_mulx_avx_accumulate,12,13,612,348,Backend,948,418,Backend,1400
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_14,cmat_mulx_avx_accumulate,12,14,660,372,Backend,1020,454,Backend,1511
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_15,cmat_mulx_avx_accumulate,12,15,708,396,Backend,1092,488,Backend,1622
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_16,cmat_mulx_avx_accumulate,12,16,756,456,Backend,1164,524,Backend,1733
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_17,cmat_mulx_avx_accumulate,12,17,804,444,Backend,1236,561,Backend,1844
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_18,cmat_mulx_avx_accumulate,12,18,852,468,Backend,1308,598,Backend,1955
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_19,cmat_mulx_avx_accumulate,12,19,900,492,Backend,1380,634,Backend,2066
cmat_mulx_avx_accumulate_nr_c_12_dot_product_length_20,cmat_mulx_avx_accumulate,12,20,948,516,Backend,1452,670,Backend,2177
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_2,cmat_mulx_avx_accumulate,13,2,91,58.47,Backend,169,51.58,Backend,193
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_3,cmat_mulx_avx_accumulate,13,3,143,84.53,Backend,247,79.47,Backend,313
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_4,cmat_mulx_avx_accumulate,13,4,195,110.53,Backend,325,111.53,Backend,433
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_5,cmat_mulx_avx_accumulate,13,5,247,136.53,Backend,403,146.95,Backend,556
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_6,cmat_mulx_avx_accumulate,13,6,299,168,Backend,481,183.53,Backend,676
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_7,cmat_mulx_avx_accumulate,13,7,351,206,Backend,559,221.47,Backend,796
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_8,cmat_mulx_avx_accumulate,13,8,403,238.53,Backend,637,258,Backend,916
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_9,cmat_mulx_avx_accumulate,13,9,455,276,Backend,715,297,Backend,1036
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_10,cmat_mulx_avx_accumulate,13,10,507,302,Backend,793,336.37,Backend,1156
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_11,cmat_mulx_avx_accumulate,13,11,559,328,Backend,871,374.42,Backend,1276
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_12,cmat_mulx_avx_accumulate,13,12,611,354,Backend,949,412.95,Backend,1396
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_13,cmat_mulx_avx_accumulate,13,13,663,380,Backend,1027,451.47,Backend,1516
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_14,cmat_mulx_avx_accumulate,13,14,715,406,Backend,1105,490.95,Backend,1636
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_15,cmat_mulx_avx_accumulate,13,15,767,432,Backend,1183,530.47,Backend,1756
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_16,cmat_mulx_avx_accumulate,13,16,819,494,Backend,1261,568.89,Backend,1876
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_17,cmat_mulx_avx_accumulate,13,17,871,484,Backend,1339,608.63,Backend,1996
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_18,cmat_mulx_avx_accumulate,13,18,923,510,Backend,1417,647.37,Backend,2116
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_19,cmat_mulx_avx_accumulate,13,19,975,536,Backend,1495,686.11,Backend,2236
cmat_mulx_avx_accumulate_nr_c_13_dot_product_length_20,cmat_mulx_avx_accumulate,13,20,1027,562,Backend,1573,725.84,Backend,2356
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_2,cmat_mulx_avx_accumulate,14,2,98,63,Backend,182,56,Backend,210
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_3,cmat_mulx_avx_accumulate,14,3,154,91,Backend,266,86.53,Backend,339
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_4,cmat_mulx_avx_accumulate,14,4,210,119,Backend,350,121,Backend,468
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_5,cmat_mulx_avx_accumulate,14,5,266,147,Backend,434,162,Backend,600
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_6,cmat_mulx_avx_accumulate,14,6,322,181,Backend,518,198,Backend,729
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_7,cmat_mulx_avx_accumulate,14,7,378,222,Backend,602,239,Backend,858
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_8,cmat_mulx_avx_accumulate,14,8,434,256.47,Backend,686,279,Backend,987
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_9,cmat_mulx_avx_accumulate,14,9,490,294,Backend,770,322,Backend,1116
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_10,cmat_mulx_avx_accumulate,14,10,546,322,Backend,854,362,Backend,1245
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_11,cmat_mulx_avx_accumulate,14,11,602,350,Backend,938,405,Backend,1374
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_12,cmat_mulx_avx_accumulate,14,12,658,378,Backend,1022,445,Backend,1503
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_13,cmat_mulx_avx_accumulate,14,13,714,406,Backend,1106,487,Backend,1632
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_14,cmat_mulx_avx_accumulate,14,14,770,434,Backend,1190,530,Backend,1761
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_15,cmat_mulx_avx_accumulate,14,15,826,462,Backend,1274,572,Backend,1890
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_16,cmat_mulx_avx_accumulate,14,16,882,532,Backend,1358,614,Backend,2019
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_17,cmat_mulx_avx_accumulate,14,17,938,518,Backend,1442,656,Backend,2148
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_18,cmat_mulx_avx_accumulate,14,18,994,546,Backend,1526,698,Backend,2277
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_19,cmat_mulx_avx_accumulate,14,19,1050,574,Backend,1610,740,Backend,2406
cmat_mulx_avx_accumulate_nr_c_14_dot_product_length_20,cmat_mulx_avx_accumulate,14,20,1106,602,Backend,1694,783,Backend,2536
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_2,cmat_mulx_avx_accumulate,15,2,105,67.58,Backend,195,60.05,Backend,227
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_3,cmat_mulx_avx_accumulate,15,3,165,97.53,Backend,285,94.53,Backend,365
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_4,cmat_mulx_avx_accumulate,15,4,225,127.53,Backend,375,131.53,Backend,503
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_5,cmat_mulx_avx_accumulate,15,5,285,157.53,Backend,465,172.11,Backend,644
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_6,cmat_mulx_avx_accumulate,15,6,345,194,Backend,555,213,Backend,782
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_7,cmat_mulx_avx_accumulate,15,7,405,238,Backend,645,258,Backend,920
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_8,cmat_mulx_avx_accumulate,15,8,465,275,Backend,735,301,Backend,1058
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_9,cmat_mulx_avx_accumulate,15,9,525,318,Backend,825,346,Backend,1196
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_10,cmat_mulx_avx_accumulate,15,10,585,348,Backend,915,389,Backend,1334
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_11,cmat_mulx_avx_accumulate,15,11,645,378,Backend,1005,436,Backend,1472
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_12,cmat_mulx_avx_accumulate,15,12,705,408,Backend,1095,480,Backend,1610
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_13,cmat_mulx_avx_accumulate,15,13,765,438,Backend,1185,524.95,Backend,1748
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_14,cmat_mulx_avx_accumulate,15,14,825,468,Backend,1275,570,Backend,1886
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_15,cmat_mulx_avx_accumulate,15,15,885,498,Backend,1365,614.95,Backend,2024
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_16,cmat_mulx_avx_accumulate,15,16,945,570,Backend,1455,661,Backend,2162
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_17,cmat_mulx_avx_accumulate,15,17,1005,558,Backend,1545,704.95,Backend,2300
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_18,cmat_mulx_avx_accumulate,15,18,1065,588,Backend,1635,751.53,Backend,2438
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_19,cmat_mulx_avx_accumulate,15,19,1125,618,Backend,1725,794.95,Backend,2576
cmat_mulx_avx_accumulate_nr_c_15_dot_product_length_20,cmat_mulx_avx_accumulate,15,20,1185,648,Backend,1815,842,Backend,2714
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_2,cmat_mulx_avx_accumulate,16,2,112,72,Backend,208,65,Backend,244
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_3,cmat_mulx_avx_accumulate,16,3,176,104,Backend,304,101,Backend,391
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_4,cmat_mulx_avx_accumulate,16,4,240,136,Backend,400,142,Backend,538
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_5,cmat_mulx_avx_accumulate,16,5,304,168,Backend,496,185,Backend,688
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_6,cmat_mulx_avx_accumulate,16,6,368,207,Backend,592,230,Backend,835
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_7,cmat_mulx_avx_accumulate,16,7,432,254,Backend,688,276,Backend,982
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_8,cmat_mulx_avx_accumulate,16,8,496,293.53,Backend,784,323,Backend,1129
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_9,cmat_mulx_avx_accumulate,16,9,560,336,Backend,880,370,Backend,1276
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_10,cmat_mulx_avx_accumulate,16,10,624,368,Backend,976,418,Backend,1423
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_11,cmat_mulx_avx_accumulate,16,11,688,400,Backend,1072,466,Backend,1570
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_12,cmat_mulx_avx_accumulate,16,12,752,432,Backend,1168,514,Backend,1717
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_13,cmat_mulx_avx_accumulate,16,13,816,464,Backend,1264,562,Backend,1864
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_14,cmat_mulx_avx_accumulate,16,14,880,496,Backend,1360,609,Backend,2011
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_15,cmat_mulx_avx_accumulate,16,15,944,528,Backend,1456,657,Backend,2158
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_16,cmat_mulx_avx_accumulate,16,16,1008,608,Backend,1552,706,Backend,2305
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_17,cmat_mulx_avx_accumulate,16,17,1072,592,Backend,1648,753,Backend,2452
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_18,cmat_mulx_avx_accumulate,16,18,1136,624,Backend,1744,802,Backend,2599
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_19,cmat_mulx_avx_accumulate,16,19,1200,656,Backend,1840,850,Backend,2746
cmat_mulx_avx_accumulate_nr_c_16_dot_product_length_20,cmat_mulx_avx_accumulate,16,20,1264,688,Backend,1936,898,Backend,2893
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_2,cmat_mulx_avx_accumulate,17,2,119,76.47,Backend,221,66.53,Backend,261
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_3,cmat_mulx_avx_accumulate,17,3,187,110.58,Backend,323,107,Backend,417
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_4,cmat_mulx_avx_accumulate,17,4,255,144.53,Backend,425,150.47,Backend,573
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_5,cmat_mulx_avx_accumulate,17,5,323,178.53,Backend,527,196.95,Backend,732
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_6,cmat_mulx_avx_accumulate,17,6,391,220,Backend,629,244,Backend,888
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_7,cmat_mulx_avx_accumulate,17,7,459,270,Backend,731,293.95,Backend,1044
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_8,cmat_mulx_avx_accumulate,17,8,527,311.47,Backend,833,344,Backend,1200
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_9,cmat_mulx_avx_accumulate,17,9,595,360,Backend,935,395,Backend,1356
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_10,cmat_mulx_avx_accumulate,17,10,663,394,Backend,1037,445,Backend,1512
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_11,cmat_mulx_avx_accumulate,17,11,731,428,Backend,1139,495.53,Backend,1668
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_12,cmat_mulx_avx_accumulate,17,12,799,462,Backend,1241,546,Backend,1824
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_13,cmat_mulx_avx_accumulate,17,13,867,496,Backend,1343,597,Backend,1980
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_14,cmat_mulx_avx_accumulate,17,14,935,530,Backend,1445,648.47,Backend,2136
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_15,cmat_mulx_avx_accumulate,17,15,1003,564,Backend,1547,700.63,Backend,2292
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_16,cmat_mulx_avx_accumulate,17,16,1071,646,Backend,1649,750.47,Backend,2448
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_17,cmat_mulx_avx_accumulate,17,17,1139,632,Backend,1751,801.53,Backend,2604
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_18,cmat_mulx_avx_accumulate,17,18,1207,666,Backend,1853,853.58,Backend,2760
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_19,cmat_mulx_avx_accumulate,17,19,1275,700,Backend,1955,903.42,Backend,2916
cmat_mulx_avx_accumulate_nr_c_17_dot_product_length_20,cmat_mulx_avx_accumulate,17,20,1343,734,Backend,2057,955.53,Backend,3072
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_2,cmat_mulx_avx_accumulate,18,2,126,81,Backend,234,73,Backend,278
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_3,cmat_mulx_avx_accumulate,18,3,198,117,Backend,342,115,Backend,443
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_4,cmat_mulx_avx_accumulate,18,4,270,153,Backend,450,160,Backend,611
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_5,cmat_mulx_avx_accumulate,18,5,342,189,Backend,558,210,Backend,776
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_6,cmat_mulx_avx_accumulate,18,6,414,233,Backend,666,261,Backend,941
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_7,cmat_mulx_avx_accumulate,18,7,486,286,Backend,774,313,Backend,1106
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_8,cmat_mulx_avx_accumulate,18,8,558,330,Backend,882,366,Backend,1271
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_9,cmat_mulx_avx_accumulate,18,9,630,378,Backend,990,420,Backend,1436
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_10,cmat_mulx_avx_accumulate,18,10,702,414,Backend,1098,473,Backend,1601
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_11,cmat_mulx_avx_accumulate,18,11,774,450,Backend,1206,527,Backend,1766
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_12,cmat_mulx_avx_accumulate,18,12,846,486,Backend,1314,581,Backend,1931
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_13,cmat_mulx_avx_accumulate,18,13,918,522,Backend,1422,635,Backend,2096
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_14,cmat_mulx_avx_accumulate,18,14,990,558,Backend,1530,688,Backend,2261
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_15,cmat_mulx_avx_accumulate,18,15,1062,594,Backend,1638,745,Backend,2426
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_16,cmat_mulx_avx_accumulate,18,16,1134,684,Backend,1746,799,Backend,2591
cmat_mulx_avx_accumulate_nr_c_18_dot_product_length_17,cmat_mulx_avx_accumulate,18,17,1206,666,Backend,1854,853,Backend,2756
